Data;Totale casi;Servizi educativi 0-3 anni;Servizi educativi 0-3 anni (%);Scuole per l'infanzia;Scuole per l'infanzia (%);Scuole primarie 1 grado;Scuole primarie 1 grado (%);Scuole secondarie 1 grado;Scuole secondarie 1 grado (%);Scuole secondarie 2 grado ;Scuole secondarie 2 grado (%);Totale casi studenti/alunni in Emilia Romagna;Totale casi studenti/alunni in Emilia Romagna (%)
13 settembre - 19 dicembre 2021;71.408;1.318;1,80%;311;0,40%;5.829;8,20%;2.680;3,80%;1.303;2,90%;12.192;17,10%
