Data;Totale casi;Servizi educativi 0-3 anni;Servizi educativi 0-3 anni (%);Scuole per l'infanzia;Scuole per l'infanzia (%);Scuole primarie 1 grado;Scuole primarie 1 grado (%);Scuole secondarie 1 grado;Scuole secondarie 1 grado (%);Scuole secondarie 2 grado ;Scuole secondarie 2 grado (%);Totale casi studenti/alunni in Emilia Romagna;Totale casi studenti/alunni in Emilia Romagna (%)
13 settembre - 19 dicembre 2021;71.408;249;0,30%;128;0,20%;517;0,70%;247;0,30%;333;0,50%;1.474;2,10%
