Settimana del;Positivi;Sintomatici
02/09/20;1,66;1,66
03/09/20;1,59;1,59
04/09/20;1,5;1,50
05/09/20;1,47;1,47
06/09/20;1,42;1,42
07/09/20;1,39;1,39
08/09/20;1,35;1,35
09/09/20;1,32;1,31
10/09/20;1,31;1,30
11/09/20;1,3;1,28
12/09/20;1,28;1,26
13/09/20;1,28;1,25
14/09/20;1,27;1,25
15/09/20;1,27;1,25
16/09/20;1,25;1,23
17/09/20;1,22;1,20
18/09/20;1,18;1,16
19/09/20;1,12;1,10
20/09/20;1,04;1,03
21/09/20;0,96;0,95
22/09/20;0,88;0,88
23/09/20;0,81;0,81
24/09/20;0,74;0,74
25/09/20;0,68;0,69
26/09/20;0,63;0,64
27/09/20;0,58;0,59
28/09/20;0,55;0,57
29/09/20;0,53;0,54
30/09/20;0,57;0,59
01/10/20;0,64;0,66
02/10/20;0,74;0,76
03/10/20;0,86;0,87
04/10/20;1;1,00
05/10/20;1,13;1,12
06/10/20;1,27;1,24
07/10/20;1,38;1,36
08/10/20;1,52;1,49
09/10/20;1,62;1,60
10/10/20;1,71;1,69
11/10/20;1,73;1,71
12/10/20;1,77;1,76
13/10/20;1,72;1,70
14/10/20;1,73;1,72
15/10/20;1,77;1,77
16/10/20;1,78;1,79
17/10/20;1,8;1,81
18/10/20;1,81;1,82
19/10/20;1,82;1,83
20/10/20;1,81;1,82
21/10/20;1,81;1,82
22/10/20;1,83;1,86
23/10/20;1,83;1,86
24/10/20;1,81;1,85
25/10/20;1,77;1,83
26/10/20;1,75;1,82
27/10/20;1,72;1,79
28/10/20;1,68;1,75
29/10/20;1,64;1,70
30/10/20;1,59;1,66
31/10/20;1,54;1,60
01/11/20;1,48;1,54
02/11/20;1,43;1,49
03/11/20;1,39;1,44
04/11/20;1,36;1,41
05/11/20;1,34;1,38
06/11/20;1,33;1,37
07/11/20;1,32;1,36
08/11/20;1,31;1,35
09/11/20;1,31;1,34
10/11/20;1,32;1,34
11/11/20;1,32;1,33
12/11/20;1,31;1,32
13/11/20;1,31;1,31
14/11/20;1,3;1,30
15/11/20;1,29;1,28
16/11/20;1,27;1,26
17/11/20;1,24;1,23
18/11/20;1,2;1,20
19/11/20;1,16;1,16
20/11/20;1,11;1,13
21/11/20;1,07;1,09
22/11/20;1,03;1,05
23/11/20;0,98;1,01
24/11/20;0,94;0,96
25/11/20;0,9;0,93
26/11/20;0,87;0,90
27/11/20;0,84;0,86
28/11/20;0,81;0,83
29/11/20;0,79;0,80
30/11/20;0,76;0,78
01/12/20;0,75;0,75
02/12/20;0,74;0,73
03/12/20;0,73;0,71
04/12/20;0,72;0,69
05/12/20;0,71;0,67
06/12/20;0,71;0,67
07/12/20;0,71;0,66
08/12/20;0,7;0,64
09/12/20;0,7;0,64
10/12/20;0,7;0,64
11/12/20;0,7;0,64
12/12/20;0,71;0,66
13/12/20;0,71;0,67
14/12/20;0,7;0,67
15/12/20;0,71;0,69
16/12/20;0,71;0,70
17/12/20;0,73;0,70
18/12/20;0,75;0,71
19/12/20;0,76;0,71
20/12/20;0,78;0,72
21/12/20;0,8;0,72
22/12/20;0,81;0,73
23/12/20;0,82;0,74
24/12/20;0,84;0,76
25/12/20;0,86;0,78
26/12/20;0,89;0,81
27/12/20;0,95;0,88
28/12/20;1,03;0,95
29/12/20;1,13;1,04
30/12/20;1,21;1,12
31/12/20;1,28;1,20
01/01/21;1,35;1,27
02/01/21;1,39;1,32
03/01/21;1,42;1,34
04/01/21;1,42;1,36
05/01/21;1,43;1,39
06/01/21;1,42;1,40
07/01/21;1,42;1,42
08/01/21;1,39;1,41
09/01/21;1,34;1,39
10/01/21;1,31;1,39
11/01/21;1,3;1,39
12/01/21;1,3;1,38
13/01/21;1,31;1,38
14/01/21;1,31;1,37
15/01/21;1,31;1,35
16/01/21;1,29;1,31
17/01/21;1,26;1,26
18/01/21;1,23;1,22
19/01/21;1,2;1,17
20/01/21;1,18;1,13
21/01/21;1,14;1,08
22/01/21;1,11;1,03
23/01/21;1,06;0,98
24/01/21;1,02;0,93
25/01/21;0,96;0,88
26/01/21;0,9;0,82
27/01/21;0,83;0,77
28/01/21;0,78;0,73
29/01/21;0,74;0,70
30/01/21;0,71;0,68
31/01/21;0,69;0,68
01/02/21;0,67;0,66
02/02/21;0,64;0,64
03/02/21;0,61;0,61
04/02/21;0,58;0,59
05/02/21;0,58;0,58
06/02/21;0,59;0,59
07/02/21;0,59;0,59
08/02/21;0,59;0,60
09/02/21;0,59;0,60
10/02/21;0,61;0,62
11/02/21;0,63;0,64
12/02/21;0,62;0,66
13/02/21;0,63;0,70
14/02/21;0,67;0,76
15/02/21;0,7;0,81
16/02/21;0,75;0,87
17/02/21;0,78;0,90
18/02/21;0,81;0,93
19/02/21;0,84;0,95
20/02/21;0,88;0,98
21/02/21;0,93;1,02
22/02/21;0,96;1,04
23/02/21;0,98;1,04
24/02/21;0,99;1,04
25/02/21;1;1,04
26/02/21;0,99;1,03
27/02/21;0,98;1,03
28/02/21;0,99;1,04
01/03/21;1,02;1,07
02/03/21;1,09;1,14
03/03/21;1,17;1,22
04/03/21;1,25;1,30
05/03/21;1,33;1,37
06/03/21;1,42;1,45
07/03/21;1,5;1,52
08/03/21;1,59;1,59
09/03/21;1,69;1,66
10/03/21;1,76;1,71
11/03/21;1,81;1,75
12/03/21;1,86;1,78
13/03/21;1,9;1,81
14/03/21;1,92;1,82
15/03/21;1,92;1,82
16/03/21;1,91;1,82
17/03/21;1,88;1,80
18/03/21;1,83;1,76
19/03/21;1,78;1,73
20/03/21;1,73;1,70
21/03/21;1,66;1,63
22/03/21;1,58;1,57
23/03/21;1,52;1,51
24/03/21;1,46;1,46
25/03/21;1,41;1,40
26/03/21;1,36;1,36
27/03/21;1,32;1,31
28/03/21;1,27;1,26
29/03/21;1,23;1,22
30/03/21;1,19;1,18
31/03/21;1,14;1,14
01/04/21;1,1;1,10
02/04/21;1,07;1,07
03/04/21;1,04;1,04
04/04/21;1,01;1,01
05/04/21;0,98;0,99
06/04/21;0,97;0,98
07/04/21;0,95;0,97
08/04/21;0,95;0,97
09/04/21;0,94;0,97
10/04/21;0,93;0,96
11/04/21;0,93;0,96
12/04/21;0,92;0,95
13/04/21;0,91;0,94
14/04/21;0,9;0,93
15/04/21;0,9;0,92
16/04/21;0,89;0,91
17/04/21;0,87;0,89
18/04/21;0,86;0,88
19/04/21;0,84;0,85
20/04/21;0,81;0,82
21/04/21;0,79;0,80
22/04/21;0,76;0,77
23/04/21;0,74;0,75
24/04/21;0,72;0,73
25/04/21;0,7;0,72
26/04/21;0,69;0,71
27/04/21;0,68;0,70
28/04/21;0,68;0,70
29/04/21;0,69;0,72
30/04/21;0,7;0,74
01/05/21;0,71;0,76
02/05/21;0,74;0,80
03/05/21;0,77;0,83
04/05/21;0,79;0,86
05/05/21;0,81;0,88
06/05/21;0,81;0,89
07/05/21;0,82;0,89
08/05/21;0,81;0,88
09/05/21;0,81;0,87
10/05/21;0,8;0,86
11/05/21;0,79;0,84
12/05/21;0,78;0,81
13/05/21;0,76;0,78
14/05/21;0,75;0,75
15/05/21;0,74;0,72
16/05/21;0,72;0,69
17/05/21;0,71;0,66
18/05/21;0,7;0,65
19/05/21;0,7;0,63
20/05/21;0,7;0,63
21/05/21;0,7;0,62
22/05/21;0,7;0,62
23/05/21;0,71;0,64
24/05/21;0,73;0,66
25/05/21;0,74;0,68
26/05/21;0,75;0,71
27/05/21;0,77;0,73
28/05/21;0,77;0,75
29/05/21;0,78;0,77
30/05/21;0,79;0,78
31/05/21;0,8;0,79
01/06/21;0,81;0,81
02/06/21;0,81;0,80
03/06/21;0,8;0,80
04/06/21;0,79;0,79
05/06/21;0,78;0,78
06/06/21;0,77;0,77
07/06/21;0,75;0,75
08/06/21;0,72;0,71
09/06/21;0,7;0,68
10/06/21;0,67;0,64
11/06/21;0,64;0,61
12/06/21;0,61;0,58
13/06/21;0,59;0,55
14/06/21;0,57;0,54
15/06/21;0,54;0,51
16/06/21;0,52;0,51
17/06/21;0,51;0,51
18/06/21;0,52;0,52
19/06/21;0,52;0,54
20/06/21;0,52;0,55
21/06/21;0,53;0,57
22/06/21;0,56;0,62
