Data;0-39;40-59;60-79;80-89;>= 90
12/06/21;51,40%;33,86%;12,02%;2,37%;0,35%
13/06/21;58,56%;25,59%;12,07%;2,88%;0,90%
14/06/21;55,12%;29,53%;12,45%;2,01%;0,90%
15/06/21;55,68%;30,55%;10,75%;1,93%;1,08%
16/06/21;54,30%;29,60%;12,65%;2,78%;0,67%
17/06/21;54,64%;29,31%;12,80%;2,34%;0,90%
18/06/21;58,78%;26,20%;11,55%;2,25%;1,22%
19/06/21;56,65%;27,83%;11,55%;2,98%;0,99%
20/06/21;55,14%;31,14%;8,57%;4,00%;1,14%
21/06/21;53,62%;30,05%;13,08%;2,59%;0,65%
22/06/21;55,23%;31,68%;9,57%;2,53%;0,99%
23/06/21;55,38%;29,44%;12,19%;2,59%;0,39%
24/06/21;57,38%;28,12%;11,83%;2,16%;0,51%
25/06/21;60,17%;25,91%;9,69%;2,91%;1,33%
26/06/21;56,03%;27,39%;13,77%;2,50%;0,31%
27/06/21;52,69%;29,62%;11,92%;3,46%;2,31%
28/06/21;56,86%;30,64%;9,19%;2,70%;0,61%
29/06/21;58,56%;28,96%;9,91%;2,06%;0,51%
30/06/21;61,73%;26,25%;9,57%;2,10%;0,35%
01/07/21;64,17%;24,22%;9,60%;1,56%;0,45%
02/07/21;67,91%;22,33%;7,68%;1,77%;0,31%
03/07/21;63,49%;23,71%;10,16%;2,13%;0,50%
04/07/21;64,56%;22,28%;10,13%;3,04%;0
05/07/21;63,35%;24,10%;10,04%;1,88%;0,63%
06/07/21;68,29%;21,39%;8,78%;1,47%;0,07%
07/07/21;66,19%;23,80%;8,83%;1,01%;0,17%
08/07/21;68,24%;21,25%;8,31%;1,54%;0,66%
09/07/21;66,99%;22,56%;8,34%;1,71%;0,41%
10/07/21;71,47%;19,22%;7,46%;1,55%;0,30%
11/07/21;72,94%;20,42%;5,31%;0,93%;0,40%
12/07/21;69,36%;20,65%;7,89%;1,69%;0,41%
13/07/21;69,20%;20,47%;7,88%;2,02%;0,44%
14/07/21;70,63%;19,96%;7,60%;1,46%;0,35%
15/07/21;73,28%;19,36%;5,98%;1,05%;0,33%
16/07/21;72,68%;19,17%;6,51%;1,39%;0,25%
17/07/21;73,00%;19,74%;6,05%;1,00%;0,21%
18/07/21;67,44%;21,83%;8,35%;1,95%;0,43%
19/07/21;68,57%;21,96%;7,80%;1,18%;0,48%
20/07/21;68,61%;22,45%;7,17%;1,40%;0,37%
21/07/21;70,07%;21,25%;7,11%;1,49%;0,08%
22/07/21;69,57%;21,35%;7,10%;1,72%;0,27%
23/07/21;68,60%;21,87%;7,67%;1,42%;0,45%
24/07/21;68,47%;22,44%;6,82%;1,82%;0,45%
25/07/21;65,11%;24,34%;7,96%;2,27%;0,32%
26/07/21;68,69%;22,82%;6,72%;1,46%;0,32%
27/07/21;67,16%;23,28%;7,64%;1,66%;0,27%
28/07/21;67,78%;22,06%;8,02%;1,66%;0,48%
29/07/21;67,70%;22,17%;8,02%;1,70%;0,41%
30/07/21;65,94%;23,00%;8,79%;1,86%;0,41%
31/07/21;64,20%;23,69%;9,10%;2,20%;0,80%
01/08/21;66,67%;21,48%;8,52%;2,70%;0,63%
02/08/21;65,72%;22,76%;8,87%;2,15%;0,50%
03/08/21;65,24%;23,18%;9,23%;1,90%;0,44%
04/08/21;64,93%;23,90%;8,96%;1,87%;0,34%
05/08/21;65,58%;22,87%;9,10%;2,05%;0,39%
06/08/21;62,98%;24,45%;9,95%;2,05%;0,56%
07/08/21;62,80%;24,22%;10,19%;2,14%;0,64%
08/08/21;59,79%;26,17%;10,50%;2,69%;0,85%
09/08/21;61,85%;24,42%;11,02%;1,99%;0,72%
10/08/21;61,34%;24,54%;10,52%;2,77%;0,83%
11/08/21;60,73%;25,24%;10,89%;2,53%;0,61%
12/08/21;59,15%;25,63%;11,68%;2,75%;0,78%
13/08/21;59,91%;26,11%;10,74%;2,59%;0,65%
14/08/21;59,75%;25,97%;10,77%;2,91%;0,61%
15/08/21;54,34%;27,65%;13,69%;3,29%;1,04%
16/08/21;56,92%;28,08%;11,92%;2,43%;0,65%
17/08/21;58,03%;27,27%;11,38%;2,79%;0,53%
18/08/21;57,97%;26,12%;11,98%;3,15%;0,77%
19/08/21;57,50%;26,87%;11,48%;3,08%;1,07%
20/08/21;58,55%;26,86%;10,72%;2,96%;0,92%
21/08/21;58,31%;26,60%;11,18%;3,17%;0,73%
22/08/21;56,79%;26,56%;11,40%;3,91%;1,34%
23/08/21;57,54%;26,88%;12,27%;2,51%;0,80%
24/08/21;57,95%;27,27%;11,78%;2,37%;0,63%
25/08/21;56,04%;28,17%;11,85%;3,18%;0,76%
26/08/21;55,19%;28,44%;12,12%;3,14%;1,11%
27/08/21;56,00%;28,56%;11,93%;2,82%;0,69%
28/08/21;55,48%;28,50%;12,15%;3,23%;0,64%
29/08/21;53,57%;27,63%;13,55%;3,87%;1,37%
30/08/21;55,01%;29,82%;11,66%;2,54%;0,97%
31/08/21;55,69%;29,40%;11,30%;2,87%;0,74%
01/09/21;54,27%;28,75%;12,34%;3,39%;1,25%
02/09/21;55,23%;28,02%;12,02%;3,49%;1,23%
03/09/21;53,62%;29,71%;12,55%;3,31%;0,82%
04/09/21;54,12%;28,76%;12,20%;3,79%;1,13%
05/09/21;51,80%;28,23%;14,09%;4,22%;1,66%
06/09/21;51,93%;30,60%;13,74%;3,04%;0,68%
07/09/21;52,52%;28,89%;14,08%;3,48%;1,02%
08/09/21;51,98%;30,05%;12,93%;3,72%;1,32%
09/09/21;52,99%;28,01%;14,36%;3,40%;1,24%
10/09/21;53,00%;28,91%;13,42%;3,64%;1,03%
11/09/21;48,44%;30,91%;15,01%;3,57%;2,08%
12/09/21;33,33%;0;33,33%;33,33%;0
