Data;0-39;40-59;60-79;80-89;>= 90
14/07/21;74,45%;19,14%;5,30%;0,93%;0,18%
15/07/21;74,13%;19,04%;5,52%;1,04%;0,26%
16/07/21;70,12%;21,67%;7,07%;0,91%;0,23%
17/07/21;70,23%;21,83%;6,26%;1,37%;0,32%
18/07/21;67,35%;23,52%;7,53%;1,28%;0,32%
19/07/21;71,14%;21,15%;6,16%;1,37%;0,18%
20/07/21;68,36%;22,83%;7,11%;1,58%;0,13%
21/07/21;69,75%;22,34%;6,23%;1,36%;0,32%
22/07/21;68,71%;21,18%;8,14%;1,52%;0,45%
23/07/21;66,69%;24,12%;7,18%;1,65%;0,35%
24/07/21;67,24%;23,32%;7,91%;1,07%;0,46%
25/07/21;68,06%;22,39%;7,76%;1,40%;0,39%
26/07/21;68,67%;22,56%;7,07%;1,39%;0,30%
27/07/21;67,96%;22,55%;7,15%;1,96%;0,38%
28/07/21;68,22%;21,27%;8,57%;1,74%;0,20%
29/07/21;64,96%;24,17%;8,69%;1,74%;0,44%
30/07/21;63,76%;24,08%;9,72%;1,96%;0,47%
31/07/21;64,89%;24,03%;8,66%;1,67%;0,75%
01/08/21;63,90%;24,58%;8,91%;2,13%;0,49%
02/08/21;63,37%;23,97%;10,01%;2,20%;0,44%
03/08/21;64,77%;22,61%;9,89%;2,28%;0,46%
04/08/21;63,71%;24,17%;9,66%;1,99%;0,46%
05/08/21;61,79%;25,46%;9,64%;2,26%;0,86%
06/08/21;59,16%;27,30%;10,40%;2,46%;0,69%
07/08/21;58,97%;27,56%;10,32%;2,44%;0,71%
08/08/21;59,55%;25,40%;11,66%;2,56%;0,82%
09/08/21;60,90%;25,68%;9,83%;2,75%;0,84%
10/08/21;59,05%;26,76%;10,93%;2,56%;0,71%
11/08/21;58,71%;26,86%;11,04%;2,66%;0,72%
12/08/21;57,24%;28,25%;11,08%;2,69%;0,74%
13/08/21;57,05%;28,02%;11,08%;2,99%;0,86%
14/08/21;55,98%;29,11%;11,53%;2,80%;0,59%
15/08/21;53,78%;29,76%;12,97%;2,88%;0,61%
16/08/21;56,70%;28,25%;11,85%;2,72%;0,48%
17/08/21;57,39%;27,41%;11,40%;2,96%;0,84%
18/08/21;57,44%;27,18%;11,71%;3,15%;0,51%
19/08/21;56,57%;28,50%;10,59%;3,20%;1,14%
20/08/21;55,23%;28,12%;12,53%;3,20%;0,92%
21/08/21;55,83%;29,60%;11,42%;2,64%;0,51%
22/08/21;54,70%;30,14%;11,68%;2,78%;0,70%
23/08/21;56,15%;29,01%;11,36%;2,78%;0,70%
24/08/21;56,26%;28,97%;11,04%;2,85%;0,88%
25/08/21;54,09%;30,25%;12,41%;2,80%;0,46%
26/08/21;53,17%;29,28%;13,22%;3,27%;1,06%
27/08/21;50,65%;31,20%;13,01%;3,80%;1,33%
28/08/21;51,19%;31,71%;12,84%;3,33%;0,92%
29/08/21;51,32%;31,14%;12,77%;4,01%;0,76%
30/08/21;51,48%;31,30%;12,70%;3,32%;1,21%
31/08/21;52,40%;31,62%;12,09%;2,98%;0,91%
01/09/21;51,06%;30,45%;13,32%;3,78%;1,38%
02/09/21;51,78%;30,47%;12,95%;3,64%;1,16%
03/09/21;50,65%;31,36%;13,25%;3,76%;0,99%
04/09/21;49,48%;31,90%;14,07%;3,56%;0,99%
05/09/21;49,41%;31,32%;13,85%;3,93%;1,49%
06/09/21;49,48%;30,32%;15,52%;3,72%;0,96%
07/09/21;49,58%;30,27%;14,82%;3,85%;1,48%
08/09/21;48,35%;32,81%;14,05%;3,48%;1,31%
09/09/21;49,51%;29,25%;15,01%;4,88%;1,35%
10/09/21;47,20%;31,38%;15,66%;4,09%;1,67%
11/09/21;45,98%;31,27%;16,56%;4,68%;1,52%
12/09/21;49,53%;29,33%;16,03%;3,88%;1,22%
13/09/21;47,98%;29,73%;15,51%;5,08%;1,69%
14/09/21;48,85%;29,19%;15,70%;4,67%;1,59%
15/09/21;47,83%;31,43%;14,04%;5,34%;1,37%
16/09/21;46,56%;30,77%;14,57%;6,07%;2,02%
17/09/21;48,97%;24,23%;20,62%;4,12%;2,06%
18/09/21;33,96%;0;15,09%;0;0
19/09/21;100,00%;0;0,00%;0;0
