codiceProvinciale,codiceMiur,denominazioneUfficiale,primaria,secondaria1grado,secondaria2grado,formazione_professionale,indirizzo,email,latitudeY,longitudeX,comune,alunni
221472101,TNEE80801B,"SCUOLA PRIMARIA ""M. MORANDINI DEGASPERI"" PREDAZZO",True,False,False,False,Corso Degasperi 8,,46.31315473,11.59937389,PREDAZZO,164
222262101,TNEE80802C,"SCUOLA PRIMARIA ""I. MASIA"" ZIANO DI FIEMME",True,False,False,False,Piazza Italia 4,,46.28638789,11.56250111,ZIANO DI FIEMME,88
222243001,TNMM86001B,"SCUOLA SECONDARIA DI PRIMO GRADO ""ALTA VALLAGARINA"" VOLANO",False,True,False,False,Via Manzoni 3,,45.89204617,11.03861331,ROVERETO,221
220132101,TNEE86001C,"SCUOLA PRIMARIA ""S. PELLICO"" BESENELLO",True,False,False,False,Via Degasperi 2,,45.94200887,11.10997247,BESENELLO,139
222242101,TNEE86003E,"SCUOLA PRIMARIA ""G. TOVAZZI"" VOLANO",True,False,False,False,Via Stazione 30,,45.91918788,11.0636503,VOLANO,137
220352101,TNEE86002D,"SCUOLA PRIMARIA ""A.DE VALENTINI"" CALLIANO",True,False,False,False,Via Degasperi 4,,45.93574493,11.09397761,CALLIANO,102
221612108,TNEE85905C,"SCUOLA PRIMARIA ""D. CHIESA"" NORIGLIO",True,False,False,False,Via Romani  42/1,,45.88372733,11.0705159,ROVERETO,100
221613004,TNMM859017,"SCUOLA SECONDARIA DI PRIMO GRADO ""L. NEGRELLI"" ROVERETO",False,True,False,False,Corso Bettini 67,,45.89580997,11.04425531,ROVERETO,338
221612112,TNEE85903A,"SCUOLA PRIMARIA ""M. K. GANDHI"" ROVERETO",True,False,False,False,Via Puccini 22,,45.90537614,11.04460322,ROVERETO,340
222059694,,SETTORE SERVIZI SERALE,False,False,False,True,Via Borsieri 2,,,,TRENTO,128
222059699,TNCF003001,SETTORE SERVIZI,False,False,False,True,Via Borsieri 2,,,,TRENTO,366
222059698,TNCF009001,SETTORE INDUSTRIA E ARTIGIANATO,False,False,False,True,Via Grazioli 2,,46.06774746,11.12659633,TRENTO,225
221619690,TNPSID500S,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,False,False,True,False,Piazzale Orsi 1,,45.89188064,11.03490562,ROVERETO,107
221619695,,SETTORE INDUSTRIA E ARTIGIANATO SERALE,False,False,False,True,Piazzale Orsi 1,,45.89188064,11.03490562,ROVERETO,44
221619699,TNCF002001,SETTORE INDUSTRIA E ARTIGIANATO,False,False,False,True,Piazzale Orsi 1,,45.89188064,11.03490562,ROVERETO,546
220069699,TNFP249STA,SETTORE INDUSTRIA E ARTIGIANATO,False,False,False,True,Via Gazzoletti 8,,45.91926761,10.89321493,ARCO,195
220229699,TNFP250STA,SETTORE INDUSTRIA E ARTIGIANATO,False,False,False,True,Via Giamaolle 15,,46.0492931,11.45845723,BORGO VALSUGANA,208
221537109,TNPC01000Q,LICEO LINGUISTICO,False,False,True,False,Via Alberti Lutti 7,,45.88747411,10.84478082,RIVA DEL GARDA,135
221399903,,EDUCAZIONE LIBERA PER ADULTI,False,False,False,False,Via S Pietro 4,,46.06192091,11.24535512,PERGINE VALSUGANA,0
221537108,TNPC01000Q,LICEO DELLE SCIENZE UMANE,False,False,True,False,Via Alberti Lutti 7,,45.88747411,10.84478082,RIVA DEL GARDA,215
221537107,TNPC01000Q,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,False,False,True,False,Via Alberti Lutti 7,,45.88747411,10.84478082,RIVA DEL GARDA,177
221537106,TNPC01000Q,LICEO SCIENTIFICO,False,False,True,False,Via Alberti Lutti 7,,45.88747411,10.84478082,RIVA DEL GARDA,302
221613050,TN1M00900P,"SCUOLA SECONDARIA DI PRIMO GRADO ""LA VELA"" ROVERETO",False,True,False,False,Via Saibanti 6,,,,ROVERETO,76
221613002,TNMM845019,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. DEGASPERI"" ROVERETO",False,True,False,False,Viale Della Vittoria 43,,45.88513624,11.02375982,ROVERETO,302
221612110,TNEE84502B,"SCUOLA PRIMARIA ""F.lli FILZI"" ROVERETO",True,False,False,False,Via Unione 23,,45.88846759,11.02521375,ROVERETO,399
220982101,TNEE84501A,"SCUOLA PRIMARIA ""R. LEVI MONTALCINI"" ISERA",True,False,False,False,Viale Provinciale  ,,45.88361061,11.00847269,ISERA,151
221613001,TNMM853018,"SCUOLA SECONDARIA DI PRIMO GRADO ""D. CHIESA"" ROVERETO",False,True,False,False,Corso Rosmini 86,,45.89043481,11.03661984,ROVERETO,360
221612102,TNEE85302A,"SCUOLA PRIMARIA ""REGINA ELENA"" ROVERETO",True,False,False,False,Via Dante 41,,45.88484561,11.04291837,ROVERETO,392
222102101,TNEE85306E,"SCUOLA PRIMARIA ""F. CAVALLIN"" VALLARSA RAOSSI",True,False,False,False,Frazione Raossi  ,,45.78259197,11.11918212,VALLARSA,42
222032101,TNEE85305D,SCUOLA PRIMARIA MOSCHERI TRAMBILENO,True,False,False,False,Frazione Moscheri  ,,45.8681,11.07413096,TRAMBILENO,40
221932101,TNEE85304C,"SCUOLA PRIMARIA ""N. VALDUGA"" TERRAGNOLO",True,False,False,False,Frazione Piazza di Terragnolo 18,,45.8788147,11.15053336,TERRAGNOLO,14
221613003,TNMM85501X,"SCUOLA SECONDARIA DI PRIMO GRADO ""F. HALBHERR"" ROVERETO",False,True,False,False,Via Livenza 1,,45.87026712,11.03059244,ROVERETO,333
221612104,TNEE855011,"SCUOLA PRIMARIA ""D. ALIGHIERI"" ROVERETO",True,False,False,False,Via Benacense 32,,45.87915257,11.03528881,ROVERETO,312
221612106,TNEE855033,"SCUOLA PRIMARIA ""A. ROSMINI"" MARCO",True,False,False,False,Via II Novembre 57,,45.84165973,11.00769233,ROVERETO,168
221612105,TNEE855022,"SCUOLA PRIMARIA ""F. GUELLA"" LIZZANA",True,False,False,False,Via Piave  18,,45.86777299,11.03377132,ROVERETO,175
221613006,TN1M00200X,SCUOLA SECONDARIA DI PRIMO GRADO ARCIVESCOVILE DAME INGLESI ROVERETO,False,True,False,False,Corso Bettini 31,,,,ROVERETO,204
221612103,TN1E006002,SCUOLA PRIMARIA ARCIVESCOVILE DAME INGLESI ROVERETO,True,False,False,False,Corso Bettini 31,,,,ROVERETO,158
221617115,TNPL005006,LICEO LINGUISTICO ARCIVESCOVILE DAME INGLESI - ROVERETO,False,False,True,False,Corso Bettini 71,,,,ROVERETO,92
221619902,,EDUCAZIONE LIBERA PER ADULTI,False,False,False,False,Via Balista 6,,45.89493504,11.03171512,ROVERETO,0
221614416,TNRC00951N,ISTITUTO PROFESSIONALE PER IL SETTORE DEI SERVIZI SERALE,False,False,True,False,Via Balista 6,,45.89493504,11.03171512,ROVERETO,101
221614415,TNTD00950X,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,False,False,True,False,Via Balista 6,,45.89493504,11.03171512,ROVERETO,81
221614402,TNRC009018,ISTITUTO PROFESSIONALE PER IL SETTORE DEI SERVIZI,False,False,True,False,Via Balista 6,,45.89493504,11.03171512,ROVERETO,443
221615401,TNTD00901G,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,False,False,True,False,Via Balista 6,,45.89493504,11.03171512,ROVERETO,328
221619901,TNCT70100B,EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,False,True,False,False,Via Balista 6,,45.89493504,11.03171512,ROVERETO,84
221612113,TN1E00700T,"SCUOLA PRIMARIA ""LA VELA"" ROVERETO",True,False,False,False,Via Saibanti 6,,,,ROVERETO,113
220629699,TNFP251STA,SETTORE INDUSTRIA E ARTIGIANATO,False,False,False,True,Via Mitterer 10,,46.3692654,11.03144462,CLES,171
221319699,TNFP252STA,SETTORE SERVIZI,False,False,False,True,Via Di S Antonio 1,,46.31025795,10.74504644,OSSANA,109
222049699,TNFP253STA,SETTORE INDUSTRIA E ARTIGIANATO,False,False,False,True,Via Forno - Transacqua 12,,46.1760752,11.83382372,PRIMIERO SAN MARTINO DI CASTROZZA,27
222049698,TNFP253STA,SETTORE SERVIZI,False,False,False,True,Via Forno - Transacqua 12,,46.1760752,11.83382372,PRIMIERO SAN MARTINO DI CASTROZZA,50
221969698,TNFP254STA,SETTORE INDUSTRIA E ARTIGIANATO,False,False,False,True,Via Caltrezza 13,,46.28711824,11.51197513,TESERO,107
221969699,TNFP254STA,SETTORE SERVIZI,False,False,False,True,Via Caltrezza 13,,46.28711824,11.51197513,TESERO,141
221999698,TNCF001001,SETTORE INDUSTRIA E ARTIGIANATO,False,False,False,True,Via Durone 57,,46.03645513,10.7313078,TIONE DI TRENTO,202
221999699,TNCF001001,SETTORE SERVIZI,False,False,False,True,Via Durone 57,,46.03645513,10.7313078,TIONE DI TRENTO,182
221539699,TNCF007001,SETTORE SERVIZI,False,False,False,True,Rione Europa 3,,45.90234856,10.84521314,RIVA DEL GARDA,339
222059692,,SETTORE INDUSTRIA E ARTIGIANATO SERALE,False,False,False,True,Via Asiago 14,,46.04549808,11.13754528,TRENTO,94
222059697,TNCF008001,SETTORE INDUSTRIA E ARTIGIANATO,False,False,False,True,Via Asiago 14,,46.04549808,11.13754528,TRENTO,554
222059696,TNCF004001,SETTORE INDUSTRIA E ARTIGIANATO,False,False,False,True,Piazza Di Fiera 4,,,,TRENTO,304
221049699,TNFP272STA,SETTORE SERVIZI,False,False,False,True,Viale Roma 61,,46.01319601,11.30251538,LEVICO TERME,205
221619698,TNCF005001,SETTORE SERVIZI,False,False,False,True,Via Setaioli 5,,,,ROVERETO,432
220629698,TNFP262STA,SETTORE SERVIZI,False,False,False,True,Via D Agostin 2,,46.35728741,11.02886486,CLES,165
221999697,TNFP263STA,SETTORE SERVIZI,False,False,False,True,Via Roma 15,,46.03330207,10.72692681,TIONE DI TRENTO,90
221539698,TNFP261STA,SETTORE SERVIZI,False,False,False,True,Via Gazzoletti 10,,,,ARCO,192
221049698,TNCF010001,SETTORE SERVIZI,False,False,False,True,Via Ziehl 5,,46.01349606,11.30486909,LEVICO TERME,317
221619685,,SETTORE SERVIZI SERALE,False,False,False,True,Viale Dei Colli 17,,45.89060788,11.04772208,ROVERETO,102
221619696,TNCF011001,SETTORE SERVIZI,False,False,False,True,Viale Dei Colli 17,,45.89060788,11.04772208,ROVERETO,307
222059670,,SETTORE SERVIZI SERALE,False,False,False,True,Viale Verona 141,,46.05267139,11.13116373,TRENTO,144
222059693,TNFP268STA,SETTORE INDUSTRIA E ARTIGIANATO,False,False,False,True,Via Asiago 14,,46.04549808,11.13754528,TRENTO,142
222059695,TNCF012001,SETTORE SERVIZI,False,False,False,True,Viale Verona 141,,46.05267139,11.13116373,TRENTO,272
222112101,TNEE80909G,SCUOLA PRIMARIA VARENA,True,False,False,False,Via Mercato 10,,46.3035153,11.45583411,VILLE DI FIEMME,72
220472102,TNEE80904A,SCUOLA PRIMARIA MOLINA DI FIEMME,True,False,False,False,Via Segherie 64/B,,46.27445608,11.4164579,CASTELLO-MOLINA DI FIEMME,54
220502102,TNEE80906C,SCUOLA PRIMARIA MASI CAVALESE,True,False,False,False,Via Damiano Chiesa 110,,46.2835054,11.48534721,CAVALESE,33
220502101,TNEE80905B,SCUOLA PRIMARIA CAVALESE,True,False,False,False,Largo Bosin 2,,46.28924545,11.46322473,CAVALESE,150
220472101,TNEE809039,SCUOLA PRIMARIA CASTELLO DI FIEMME,True,False,False,False,Via Roma 40,,46.28171414,11.43525497,CASTELLO-MOLINA DI FIEMME,75
222092101,TNEE80908E,SCUOLA PRIMARIA CASATTA VALFLORIANA,True,False,False,False,Frazione Casatta 18/A,,46.24942264,11.34250453,VALFLORIANA,17
220412101,TNEE809028,SCUOLA PRIMARIA CARANO,True,False,False,False,Via Giovanelli 2,,46.29237416,11.4403675,VILLE DI FIEMME,49
220402101,TNEE809017,SCUOLA PRIMARIA CAPRIANA,True,False,False,False,Piazza Scuole 1,,46.26281982,11.33849356,CAPRIANA,19
220507103,TNPS001015,LICEO LINGUISTICO,False,False,True,False,Via Gandhi 1,,46.28974311,11.46737565,CAVALESE,81
220507104,TNPS001015,LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE,False,False,True,False,Via Gandhi 1,,46.28974311,11.46737565,CAVALESE,56
221475403,TNTD001011,ISTITUTO TECNICO PER IL SETTORE ECONOMICO - PREDAZZO,False,False,True,False,Corso Degasperi 14,,46.31109637,11.59847592,PREDAZZO,216
220505404,TNTL00101B,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,False,False,True,False,Via Gandhi 1,,46.28974311,11.46737565,CAVALESE,93
221475404,TNTD001509,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE - PREDAZZO,False,False,True,False,Corso Degasperi 14,,46.31109637,11.59847592,PREDAZZO,48
221475405,TNTD001509,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE - PREDAZZO,False,False,True,False,Corso Degasperi 14,,46.31109637,11.59847592,PREDAZZO,37
220509902,TNCT710006,EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,False,True,False,False,Via Gandhi 1,,46.28974311,11.46737565,CAVALESE,2
220507102,TNPS001015,LICEO SCIENTIFICO,False,False,True,False,Via Gandhi 1,,46.28974311,11.46737565,CAVALESE,110
220553001,TNMM82201L,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. VIELMETTI"" CEMBRA",False,True,False,False,Via Negritelle - Cembra 1,,46.17279132,11.2234707,CEMBRA LISIGNAGO,118
220923001,TNMM82203P,SCUOLA SECONDARIA DI PRIMO GRADO VERLA GIOVO,False,True,False,False,Via Al Grec 2,,46.15731277,11.15499731,GIOVO,79
221723001,TNMM82202N,SCUOLA SECONDARIA DI PRIMO GRADO STEDRO SEGONZANO,False,True,False,False,Frazione Scancio 69,,46.19119747,11.25965589,SEGONZANO,58
220922101,TNEE82203Q,SCUOLA PRIMARIA VERLA GIOVO,True,False,False,False,Via Dell Oratorio 15,,46.15747034,11.15500347,GIOVO,117
221722101,TNEE82207X,SCUOLA PRIMARIA STEDRO SEGONZANO,True,False,False,False,Frazione Stedro 68,,46.19119747,11.25965589,SEGONZANO,58
221772101,TNEE822081,"SCUOLA PRIMARIA ""P. SARTORI"" SOVER",True,False,False,False,Piazza S Lorenzo 10,,46.22120788,11.31536775,SOVER,24
221082101,TNEE82206V,"SCUOLA PRIMARIA ""DON L. MILANI"" LASES",True,False,False,False,Via Principale 43,,46.14445669,11.22081052,LONA-LASES,32
220822101,TNEE82202P,"SCUOLA PRIMARIA ""P. MARCONI"" FAVER",True,False,False,False,Via Campagna - Faver 1,,46.18085198,11.23631891,ALTAVALLE,59
220552101,TNEE82201N,SCUOLA PRIMARIA CEMBRA,True,False,False,False,Via dei Ciclamini - Cembra 1/1,,46.17513157,11.22294326,CEMBRA LISIGNAGO,128
220613001,TNMM817015,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. ALESSANDRINI"" CIVEZZANO",False,True,False,False,Via Murialdo 27,,46.09276784,11.17936618,CIVEZZANO,147
220023001,TNMM817026,SCUOLA SECONDARIA DI PRIMO GRADO ALBIANO,False,True,False,False,Via Manzoni 10,,46.14222708,11.19464941,ALBIANO,41
220612101,TNEE817016,"SCUOLA PRIMARIA ""G. B. BORSIERI"" CIVEZZANO",True,False,False,False,Via Telvana 6,,46.0899965,11.18026747,CIVEZZANO,111
220612102,TNEE817027,SCUOLA PRIMARIA SEREGNANO CIVEZZANO,True,False,False,False,Frazione Cogatti  ,,46.09364251,11.1969904,CIVEZZANO,73
220892101,TNEE817038,"SCUOLA PRIMARIA ""A. GIRARDI"" FORNACE",True,False,False,False,Via Dei Mori 2,,46.1174275,11.20531857,FORNACE,73
220022101,TNEE817049,SCUOLA PRIMARIA ALBIANO,True,False,False,False,Via Manzoni 4,,46.14222708,11.19464941,ALBIANO,104
220614704,TNFP269STA,SETTORE SERVIZI,False,False,False,True,Via Murialdo 30,,46.09276784,11.17936618,CIVEZZANO,89
220615402,TNTE045005,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,False,False,True,False,Via Murialdo 30,,46.09276784,11.17936618,CIVEZZANO,115
220614705,TNRI015007,ISTITUTO PROFESSIONALE PER IL SETTORE DEI SERVIZI,False,False,True,False,Via Murialdo 30,,46.09276784,11.17936618,CIVEZZANO,94
220615401,TNTN01500Q,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,False,False,True,False,Via Murialdo 30,,46.09276784,11.17936618,CIVEZZANO,133
220623001,TNMM83101B,"SCUOLA SECONDARIA DI PRIMO GRADO ""V. Inama"" CLES",False,True,False,False,Via Chini 31,,46.36513918,11.02991539,CLES,255
221062101,TNEE83102D,"SCUOLA PRIMARIA VAROLLO LIVO ""Chiara Lubich""",True,False,False,False,Frazione Livo  92,,46.39986204,11.02184554,LIVO,60
221632101,TNEE83103E,"SCUOLA PRIMARIA ""O.Focherini M.Marchesi"" MIONE RUMO",True,False,False,False,Frazione Mione 54,,46.43714626,11.02938404,RUMO,32
220622101,TNEE83101C,SCUOLA PRIMARIA CLES,True,False,False,False,Via Dei Campi Neri 1,,46.36513918,11.02991539,CLES,349
220625208,TNTD100001,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,False,False,True,False,Via IV Novembre 35,,46.36885913,11.03294768,CLES,254
220625209,TNTD100001,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,False,False,True,False,Via IV Novembre 35,,46.36885913,11.03294768,CLES,464
220625508,TNTD10050A,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,False,False,True,False,Via IV Novembre 35,,46.36885913,11.03294768,CLES,29
220625509,TNTD10050A,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,False,False,True,False,Via IV Novembre 35,,46.36885913,11.03294768,CLES,86
220629903,TNCT709002,EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,False,True,False,False,Via IV Novembre 35,,46.36885913,11.03294768,CLES,173
220627103,TNPS006018,LICEO SCIENTIFICO,False,False,True,False,Via IV Novembre 35,,46.36885913,11.03294768,CLES,238
220627108,TNPM006019,LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE,False,False,True,False,Via IV Novembre 35,,46.36885913,11.03294768,CLES,86
220627107,TNPM006019,LICEO DELLE SCIENZE UMANE,False,False,True,False,Via IV Novembre 35,,46.36885913,11.03294768,CLES,158
220627106,TNPS006018,LICEO LINGUISTICO,False,False,True,False,Via IV Novembre 35,,46.36885913,11.03294768,CLES,170
220627105,TNPS006018,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,False,False,True,False,Via IV Novembre 35,,46.36885913,11.03294768,CLES,181
220627104,TNPM006019,LICEO CLASSICO,False,False,True,False,Via IV Novembre 35,,46.36885913,11.03294768,CLES,71
220743001,TNMM82901B,"SCUOLA SECONDARIA DI PRIMO GRADO ""V. VIELMETTI"" DENNO",False,True,False,False,Via Colle Verde 3,,46.27033819,11.04903329,DENNO,167
222002101,TNEE82905L,SCUOLA PRIMARIA VIGO TON,True,False,False,False,Piazza Guardi 7,,46.26542332,11.08573142,TON,54
220862101,TNEE82906N,SCUOLA PRIMARIA FLAVON,True,False,False,False,Via Nazionale - Flavon  ,,46.2991618,11.0313185,CONTA,52
220742101,TNEE82903E,"SCUOLA PRIMARIA ""MONS. S. WEBER"" DENNO",True,False,False,False,Via Colle Verde 3,,46.27522326,11.04781378,DENNO,90
220372101,TNEE82901C,"SCUOLA PRIMARIA ""M. PEZZI"" CAMPODENNO",True,False,False,False,Via S Maurizio 3,,46.25748471,11.03657606,CAMPODENNO,67
222073001,TNMM82902C,"SCUOLA SECONDARIA DI PRIMO GRADO ""E. Leonardi"" TUENNO",False,True,False,False,Via Maistrelli - Tuenno 11,,46.32730627,11.0226118,VILLE D'ANAUNIA,119
222072101,TNEE82907P,"SCUOLA PRIMARIA ""V. Maistrelli"" TUENNO",True,False,False,False,Via Maistrelli - Tuenno 11,,46.32730627,11.0226118,VILLE D'ANAUNIA,122
221872101,TNEE82908Q,SCUOLA PRIMARIA TASSULLO,True,False,False,False,Piazza Pilati - Tassullo 6,,46.3358041,11.0498028,VILLE D'ANAUNIA,68
221682101,TNEE81406X,SCUOLA PRIMARIA SANT'ORSOLA,True,False,False,False,Localita Pintarei 21,,46.10824358,11.30166417,SANT'ORSOLA TERME,46
221392101,TNEE81402Q,"SCUOLA PRIMARIA ""DON L. MILANI"" PERGINE VALSUGANA",True,False,False,False,Via Monte Cristallo 2,,46.06503335,11.23944961,PERGINE VALSUGANA,260
221392103,TNEE81403R,SCUOLA PRIMARIA CANEZZA,True,False,False,False,Via Delle Scuole 4,,46.07964247,11.27783759,PERGINE VALSUGANA,92
221393002,TNMM81501D,"SCUOLA SECONDARIA DI PRIMO GRADO ""T. GARBARI"" PERGINE VALSUGANA",False,True,False,False,Via Amstetten 4,,46.06582397,11.23029603,PERGINE VALSUGANA,435
221392112,TNEE81501E,"SCUOLA PRIMARIA ""G. RODARI"" PERGINE VALSUGANA",True,False,False,False,Via Chimelli 10,,46.06235656,11.24152647,PERGINE VALSUGANA,303
221392107,TNEE81503L,SCUOLA PRIMARIA SUSA',True,False,False,False,Via Don Sopperra 61,,46.04941511,11.22280672,PERGINE VALSUGANA,98
221392104,TNEE81504N,SCUOLA PRIMARIA MADRANO,True,False,False,False,Via D Oltrefersina 149,,46.08424902,11.21863971,PERGINE VALSUGANA,92
221392102,TNEE81502G,SCUOLA PRIMARIA CANALE,True,False,False,False,Viale delle Nazioni Unite 44,,46.04247281,11.22810745,PERGINE VALSUGANA,112
221397101,TNPS00401L,LICEO SCIENTIFICO,False,False,True,False,Via S Pietro 4,,46.06192091,11.24535512,PERGINE VALSUGANA,72
221397103,TNPS00401L,LICEO DELLE SCIENZE UMANE,False,False,True,False,Via S Pietro 4,,46.06192091,11.24535512,PERGINE VALSUGANA,93
221397104,TNPS00401L,LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE,False,False,True,False,VIA SAN PIETRO 4 4,,46.06192091,11.24535512,PERGINE VALSUGANA,111
221395403,TNTD00401C,ISTITUTO TECNICO PER IL SETTORE ECONOMICO - PERGINE,False,False,True,False,VIA SAN PIETRO 4,,46.06192091,11.24535512,PERGINE VALSUGANA,93
221045401,TNRC004015,ISTITUTO TECNICO PER IL SETTORE ECONOMICO - LEVICO,False,False,True,False,Viale Vittorio Emanuele 5,,46.01392308,11.29631354,LEVICO TERME,70
221395207,TNTD00401C,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,False,False,True,False,Via S Pietro 4,,46.06192091,11.24535512,PERGINE VALSUGANA,187
221395208,TNTD00450R,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,False,False,True,False,Via S Pietro 4,,46.06192091,11.24535512,PERGINE VALSUGANA,29
221397105,TNPS00401L,LICEO LINGUISTICO,False,False,True,False,Via S Pietro 4,,46.06192091,11.24535512,PERGINE VALSUGANA,103
221395404,TNTD00450R,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,False,False,True,False,Via S Pietro 4,,46.06192091,11.24535512,PERGINE VALSUGANA,80
221399901,TNCT703003,EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,False,True,False,False,Via S Pietro 4,,46.06192091,11.24535512,PERGINE VALSUGANA,196
221392110,TNEE814071,SCUOLA PRIMARIA ZIVIGNAGO,True,False,False,False,Via Dei Spiazzi 3,,46.06628395,11.25344841,PERGINE VALSUGANA,109
221532101,TNEE841013,"SCUOLA PRIMARIA ""N. PERNICI"" RIVA DEL GARDA",True,False,False,False,Viale Pernici 21,,45.88793109,10.84739691,RIVA DEL GARDA,296
221242101,TNEE841035,SCUOLA PRIMARIA NAGO TORBOLE,True,False,False,False,Via De Bonetti  ,,45.87815933,10.89211121,NAGO-TORBOLE,136
221533002,TNMM84201T,"SCUOLA SECONDARIA DI PRIMO GRADO ""S. SIGHELE"" RIVA DEL GARDA",False,True,False,False,Piazza Contini 8,,45.89658882,10.84679498,RIVA DEL GARDA,303
221532106,TNEE84201V,"SCUOLA PRIMARIA ""A. ZADRA"" RIONE DEGASPERI RIVA DEL GARDA",True,False,False,False,Largo Caduti delle Foibe 3,,45.89219559,10.84968988,RIVA DEL GARDA,225
221912101,TNEE84202X,"SCUOLA PRIMARIA ""O. LUCCHI"" TENNO",True,False,False,False,Via dei laghi 47,,45.91958621,10.83133427,TENNO,117
221532105,TNEE842031,"SCUOLA PRIMARIA ""G. FEDRIGONI"" VARONE RIVA DEL GARDA",True,False,False,False,Piazza della Chiesa 13,,45.90768342,10.84253123,RIVA DEL GARDA,239
