codiceProvinciale,codiceMiur,denominazioneUfficiale,primaria,secondaria1grado,secondaria2grado,formazione_professionale,indirizzo,email,latitudeY,longitudeX,comune,alunni
220093001,TNMM816019,"SCUOLA SECONDARIA DI PRIMO GRADO ""DON GIUSEPPE TARTER""BASELGA DI PINE'",False,True,False,False,Via del XXVI Maggio - Baselga 6,,46.12857866,11.24365194,BASELGA DI PINE',211
220092102,TNEE81602B,"SCUOLA PRIMARIA ""G. VERDI"" MIOLA BASELGA DI PINE'",True,False,False,False,Via della Chiesa 3,,46.126759,11.24686481,BASELGA DI PINE',82
220112101,TNEE81605E,"SCUOLA PRIMARIA  ""ABRAMO ANDREATTA"" BEDOLLO",True,False,False,False,Via S Osvaldo 5,,46.16481532,11.29990671,BEDOLLO,63
220092101,TNEE81601A,"SCUOLA PRIMARIA ""G. DALLAFIOR"" BASELGA DI PINE'",True,False,False,False,Via delle Scuole 15,,46.13109841,11.24102467,BASELGA DI PINE',169
220163001,TNMM83701A,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. PRATI"" PONTE ARCHE",False,True,False,False,Via S Giovanni Bosco - Ponte Arche - Bleggio Inferiore 14,,46.0360078,10.87101449,COMANO TERME,233
221822101,TNEE83706L,"SCUOLA PRIMARIA ""G. GRAFFER"" STENICO",True,False,False,False,Via Risorgimento 11/A,,46.04951639,10.85641004,STENICO,48
221662101,TNEE83705G,"SCUOLA PRIMARIA ""SAN G. BOSCO"" S.LORENZO IN BANALE",True,False,False,False,Via di Prato - San Lorenzo 15/A,,46.07726132,10.9064664,SAN LORENZO DORSINO,63
220172101,TNEE83702C,SCUOLA PRIMARIA RANGO BLEGGIO SUPERIORE,True,False,False,False,Frazione Rango  ,,46.01635351,10.8156603,BLEGGIO SUPERIORE,81
220832101,TNEE83703D,SCUOLA PRIMARIA FIAVE',True,False,False,False,Via De Gasperi  ,,46.00279931,10.84370362,FIAVE',58
221072101,TNEE83704E,SCUOLA PRIMARIA CAMPO LOMASO,True,False,False,False,Frazione Campo Lomaso - Lomaso  1,,46.02448791,10.86369244,COMANO TERME,142
220953001,TNMM812023,"SCUOLA SECONDARIA DI PRIMO GRADO ""S. FANTE"" GRIGNO",False,True,False,False,Viale Trento  ,,46.01489898,11.630959409999999,GRIGNO,51
220223001,TNMM812012,"SCUOLA SECONDARIA DI PRIMO GRADO ""ORA E VEGLIA"" BORGO VALSUGANA",False,True,False,False,Via Spagolla 1,,46.052335,11.45689943,BORGO VALSUGANA,198
221793001,TNMM83402X,"SCUOLA SECONDARIA DI PRIMO GRADO ""B. DE AVERARIA"" SPIAZZO RENDENA",False,True,False,False,Frazione Fisto  112,,46.10286649,10.7405033,SPIAZZO,154
221433001,TNMM83401V,"SCUOLA SECONDARIA DI PRIMO GRADO ""L. DA VINCI"" PINZOLO",False,True,False,False,Via Collini Borciol 18,,46.15971376,10.7666031,PINZOLO,125
221433002,TNMM834031,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. B. RIGHI"" MADONNA DI CAMPIGLIO",False,True,False,False,Via Serafini - Madonna di Campiglio 9,,46.22457231,10.82485099,TRE VILLE,30
221432101,TNEE834043,"SCUOLA PRIMARIA ""N. BOLOGNINI"" PINZOLO",True,False,False,False,Via Collini Borciol 18,,46.15971376,10.7666031,PINZOLO,60
221792101,TNEE834065,"SCUOLA PRIMARIA ""S. MASSARI"" SPIAZZO RENDENA",True,False,False,False,Frazione Fisto  112,,46.10286649,10.7405033,SPIAZZO,53
221432102,TNEE834054,"SCUOLA PRIMARIA ""G. B. RIGHI"" MADONNA DI CAMPIGLIO",True,False,False,False,Via Serafini - Madonna di Campiglio 9,,46.22574696,10.82616262,TRE VILLE,66
220932101,TNEE834032,"SCUOLA PRIMARIA ""V. GABRIOTTI"" GIUSTINO",True,False,False,False,Via Presanella 23,,46.14789877,10.76848344,GIUSTINO,41
220732101,TNEE834076,SCUOLA PRIMARIA DARE',True,False,False,False,Via Dare - Dare 111,,46.07605726,10.7188607,PORTE DI RENDENA,109
220422101,TNEE834021,SCUOLA PRIMARIA CARISOLO,True,False,False,False,Via Verdi 18/B,,46.16756969,10.7583701,CARISOLO,75
220292101,TNEE83401X,"SCUOLA PRIMARIA ""T. GIUSTINA"" CADERZONE",True,False,False,False,Via Regina Elena 43,,46.12900653,10.75614658,CADERZONE TERME,59
220503001,TNMM809016,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. SEGANTINI"" CAVALESE",False,True,False,False,Piazza Verdi 6,,46.28989535,11.46060585,CAVALESE,310
221452101,TNEE85003X,"SCUOLA PRIMARIA ""DON L. GROSS"" POZZA DI FASSA",True,False,False,False,Strada De Bagnes - Pozza di Fassa 10,,,,SAN GIOVANNI DI FASSA - SEN JAN,138
2008,TNPS001015,LICEO DELLE SCIENZE UMANE,False,False,True,False,Via Gandhi 1,,,,CAVALESE,38
2009,TNEE813109,SCUOLA PRIMARIA RONCHI VALSUGANA,True,False,False,False,Via Marchi 14,,,,RONCHI VALSUGANA,41
2011,TNEE861018,SCUOLA PRIMARIA BRENTONICO,True,False,False,False,Via Calzolari - Localita Fontana 2,,,,BRENTONICO,181
2017,TNCF011001,SETTORE INDUSTRIA E ARTIGIANATO,False,False,False,True,Viale Dei Colli 17,,,,ROVERETO,38
220873001,TNMM804013,"SCUOLA SECONDARIA DI PRIMO GRADO ""P. RELLA"" FOLGARIA",False,True,False,False,Via Battisti 24,,,,FOLGARIA,58
2013,,SETTORE SERVIZI SERALE,False,False,False,True,Via Ziehl 5,,,,LEVICO TERME,96
2027,TNCF003001,SETTORE SERVIZI ROVERETO,False,False,False,True,Via Pasqui 10,,,,ROVERETO,19
220883001,TNMM82803N,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. B. LAMPI"" FONDO",False,True,False,False,Via Laviosa Zambotti - Fondo 24,,,,BORGO D'ANAUNIA,219
2012,TNMM861017,SCUOLA SECONDARIA DI PRIMO GRADO BRENTONICO,False,True,False,False,Via Calzolari - Localita Fontana 2,,,,BRENTONICO,128
220225503,TNTD00201R,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,False,False,True,False,Via XXIV Maggio 7,,46.05394713,11.46125649,BORGO VALSUGANA,57
220227104,TNPS002011,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,False,False,True,False,Via XXIV Maggio 7,,46.05394713,11.46125649,BORGO VALSUGANA,171
220227105,TNPS002011,LICEO DELLE SCIENZE UMANE,False,False,True,False,Via XXIV Maggio 7,,46.05394713,11.46125649,BORGO VALSUGANA,157
220225509,TNTD002505,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,False,False,True,False,Via XXIV Maggio 7,,46.05394713,11.46125649,BORGO VALSUGANA,159
220225510,TNTD002505,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,False,False,True,False,Via XXIV Maggio 7,,46.05394713,11.46125649,BORGO VALSUGANA,61
220225511,TNTD002505,ISTITUTO PROFESSIONALE PER I SERVIZI SANITARI SERALE,False,False,True,False,Via XXIV Maggio 7,,46.05394713,11.46125649,BORGO VALSUGANA,165
220227902,TNCT708006,EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,False,True,False,False,Via XXIV Maggio 7,,46.05394713,11.46125649,BORGO VALSUGANA,191
222053002,TNMM85201C,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. BRESADOLA"" TRENTO",False,True,False,False,Via Al Torrione 2,,46.06507881,11.12158686,TRENTO,518
222052117,TNEE85201D,"SCUOLA PRIMARIA ""R. SANZIO"" TRENTO",True,False,False,False,Piazza Sanzio 13,,46.07237366,11.1258345,TRENTO,341
222052101,TNEE85202E,"SCUOLA PRIMARIA ""F. CRISPI"" TRENTO",True,False,False,False,Via S Giovanni Bosco 8,,46.06435456,11.12512573,TRENTO,223
222052122,TNEE85204L,"SCUOLA PRIMARIA ""A. GORFER"" TRENTO",True,False,False,False,Via Dei Solteri 22,,46.08779558,11.12003997,TRENTO,295
222053004,TNMM85801B,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. MANZONI"" TRENTO",False,True,False,False,Corso Buonarroti 50,,46.07291454,11.11737736,TRENTO,464
222052144,TNEE85802D,"SCUOLA PRIMARIA ""A. SCHMID"" CRISTO RE TRENTO",True,False,False,False,Via Schmid 4,,46.08228944,11.1177294,TRENTO,430
222052111,TNEE85803E,"SCUOLA PRIMARIA ""SAN VIGILIO"" VELA",True,False,False,False,Localita La Vela 3,,46.08131767,11.10153527,TRENTO,78
222052115,TNEE85805L,"SCUOLA PRIMARIA ""S. PERTINI"" SOPRAMONTE",True,False,False,False,Via Canelli - Sopramonte 1,,46.0735819,11.06031352,TRENTO,121
222052114,TNEE85806N,"SCUOLA PRIMARIA ""A. DEGASPERI"" SARDAGNA",True,False,False,False,Via della Toresèla  1,,46.06410308,11.09722332,TRENTO,35
222052112,TNEE85804G,SCUOLA PRIMARIA CADINE,True,False,False,False,Via di Coltura 7,,46.08937833,11.06587123,TRENTO,129
222053008,TNMM85101L,"SCUOLA SECONDARIA DI PRIMO GRADO ""S. PEDROLLI"" GARDOLO TRENTO",False,True,False,False,Via IV Novembre 35/1,,46.10402583,11.11378289,TRENTO,458
222052127,TNEE85102P,"SCUOLA PRIMARIA ""I. CALVINO"" VIGO MEANO",True,False,False,False,Via Alle Oselere  ,,46.13373186,11.13561384,TRENTO,84
222052126,TNEE85101N,"SCUOLA PRIMARIA ""E. DECARLI"" MEANO",True,False,False,False,Via Delle Tre Croci 40,,46.12496372,11.11579646,TRENTO,148
222052146,TNEE85103Q,"SCUOLA PRIMARIA ""PIGARELLI"" GARDOLO TRENTO",True,False,False,False,Via IV Novembre 42/1,,46.10521947,11.11087657,TRENTO,328
222052125,TNEE85104R,"SCUOLA PRIMARIA ""S. ANNA"" GARDOLO TRENTO",True,False,False,False,Via S Anna 3,,46.10973692,11.10982857,TRENTO,246
222053099,TNMM85601Q,"SCUOLA SECONDARIA DI PRIMO GRADO ""BRONZETTI - SEGANTINI"" TRENTO",False,True,False,False,Via Vittorio Veneto 61,,46.05919371,11.12431336,TRENTO,448
222052128,TNEE85601R,"SCUOLA PRIMARIA ""D. SAVIO"" TRENTO",True,False,False,False,Via S Pio X 103,,46.05356889,11.12148502,TRENTO,117
222052147,TNEE85602T,"SCUOLA PRIMARIA ""G. B. DE GASPARI"" TRENTO",True,False,False,False,Via Zandonai 4,,46.05523132,11.11927622,TRENTO,208
222052131,TNEE85603V,SCUOLA PRIMARIA RAVINA,True,False,False,False,Via Delle Masere 5,,46.03807909,11.10823672,TRENTO,133
222052133,TNEE85604X,"SCUOLA PRIMARIA ""A. NICOLODI"" TRENTO",True,False,False,False,Via Fogazzaro 2,,46.05572636,11.12950969,TRENTO,225
222053018,TN1M007003,ASSOCIAZIONE R. STEINER - SECONDARIA I GRADO,False,True,False,False,Via Conci 86,,46.04084742,11.13869234,TRENTO,63
222052148,TN1E00900D,ASSOCIAZIONE R. STEINER - PRIMARIA,True,False,False,False,Via Conci 86,,46.04084742,11.13869234,TRENTO,117
221023001,TNMM804024,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. PRATI"" LAVARONE",False,True,False,False,Frazione Gionghi 107/6,,45.94148874,11.25188705,LAVARONE,50
220872101,TNEE804025,"SCUOLA PRIMARIA ""S. LAUTON"" FOLGARIA",True,False,False,False,Via D Acquisto 21/A,,45.91472875,11.17277047,FOLGARIA,86
221022101,TNEE804014,SCUOLA PRIMARIA LAVARONE,True,False,False,False,Frazione Gionghi  107/5,,45.93735087,11.27384422,LAVARONE,75
222053012,TN1M00500B,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,False,True,False,False,Via Barbacovi 22,,,,TRENTO,227
222055207,TNTF01351V,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,False,False,True,False,Via Brigata Acqui 15,,46.06553655,11.12940325,TRENTO,140
222055205,TNTF01301D,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,False,False,True,False,Via Brigata Acqui 15,,46.06553655,11.12940325,TRENTO,1669
221702101,TNEE82807V,SCUOLA PRIMARIA SARNONICO,True,False,False,False,Via Manzoni 7,,46.42010016,11.13854184,SARNONICO,58
221615205,TNTF020501,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,False,False,True,False,Via Monti 1,,45.91240043,11.04277207,ROVERETO,93
221615204,TNTF02000G,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,False,False,True,False,Via Monti 1,,45.91240043,11.04277207,ROVERETO,970
221615404,TNTD020009,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,False,False,True,False,Via Del Teatro 4,,45.89360978,11.04213838,ROVERETO,317
221615506,TNTD020009,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,False,False,True,False,Via Del Teatro 4,,45.89360978,11.04213838,ROVERETO,94
221615507,TNTD02050P,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,False,False,True,False,Via Del Teatro 4,,45.89360978,11.04213838,ROVERETO,14
221615508,TNTD02050P,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,False,False,True,False,Via Del Teatro 4,,45.89360978,11.04213838,ROVERETO,78
221617113,TNPM02000E,LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE,False,False,True,False,Corso Rosmini 61,,45.89142917,11.03824391,ROVERETO,278
221617112,TNPM02000E,LICEO DELLE SCIENZE UMANE,False,False,True,False,Corso Rosmini 61,,45.89142917,11.03824391,ROVERETO,428
221402102,TNEE83808E,SCUOLA PRIMARIA PIEVE DI BONO - CRETO,True,False,False,False,Via Fiera - Creto - Pieve di Bono 1,,45.94094362,10.63901448,PIEVE DI BONO - PREZZO,116
221853001,TNMM80102L,"SCUOLA SECONDARIA DI PRIMO GRADO ""O. BRENTARI"" STRIGNO",False,True,False,False,Via Roma - Strigno 14,,46.0634518,11.52303172,CASTEL IVANO,205
220483001,TNMM80101G,SCUOLA SECONDARIA DI PRIMO GRADO CASTELLO TESINO,False,True,False,False,Via Battisti 2,,46.0647591,11.6312212,CASTELLO TESINO,37
221422101,TNEE80102N,"SCUOLA PRIMARIA ""A. DEGASPERI"" PIEVE TESINO",True,False,False,False,Via Brigata Abruzzi 6,,46.06856613,11.61000484,PIEVE TESINO,69
222212101,TNEE80107V,SCUOLA PRIMARIA VILLA AGNEDO,True,False,False,False,Via Dei Molini - Agnedo 36,,46.05463238,11.52672316,CASTEL IVANO,61
221852101,TNEE80106T,SCUOLA PRIMARIA STRIGNO,True,False,False,False,Piazza IV Novembre - Strigno 12/A,,46.06574184,11.52132484,CASTEL IVANO,60
221712101,TNEE80105R,SCUOLA PRIMARIA SCURELLE,True,False,False,False,Via XV Agosto 68,,46.06514876,11.50984518,SCURELLE,77
221652101,TNEE80104Q,SCUOLA PRIMARIA SAMONE,True,False,False,False,Via delle Praele 21,,46.08167842,11.52056811,SAMONE,39
221302101,TNEE80108X,SCUOLA PRIMARIA OSPEDALETTO,True,False,False,False,Via Roma 52,,46.04490239,11.55019027,OSPEDALETTO,35
221863001,TNMM82601X,"SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" TAIO",False,True,False,False,Via Degli Alpini - Taio 17,,,,PREDAIA,153
220673001,TNMM826021,"SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" COREDO",False,True,False,False,Via delle Scuole - Coredo  6,,46.35168603,11.09293567,PREDAIA,83
222062101,TNEE826055,"SCUOLA PRIMARIA ""MONS. A. NEGRI"" TRES",True,False,False,False,Via Nazionale -Tres 12,,46.3207661,11.09288188,PREDAIA,63
221862101,TNEE826033,SCUOLA PRIMARIA TAIO,True,False,False,False,Via Heroldsberg - Taio 5,,46.32560884,11.06466126,PREDAIA,162
220672101,TNEE826011,SCUOLA PRIMARIA COREDO,True,False,False,False,Via delle Scuole - Coredo  6,,46.35168603,11.09293567,PREDAIA,143
221617207,TNPC02000A,LICEO CLASSICO,False,False,True,False,Corso Bettini 86,,45.89599371,11.04248084,ROVERETO,104
221617111,TNPC02000A,LICEO LINGUISTICO,False,False,True,False,Corso Bettini 86,,45.89599371,11.04248084,ROVERETO,247
221617110,TNPC02000A,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,False,False,True,False,Corso Bettini 86,,45.89599371,11.04248084,ROVERETO,335
221993001,TNMM83601E,"SCUOLA SECONDARIA DI PRIMO GRADO ""LEGIONE TRENTINA"" TIONE DI TRENTO",False,True,False,False,Via Circonvallazione 44,,46.03695233,10.72686682,TIONE DI TRENTO,196
221583001,TNMM83602G,SCUOLA SECONDARIA DI PRIMO GRADO RONCONE,False,True,False,False,Via III Novembre - Roncone 22/A,,45.98275799,10.66795039,SELLA GIUDICARIE,63
221582101,TNEE83605Q,"SCUOLA PRIMARIA ""A. PRANDINI"" RONCONE",True,False,False,False,Via III Novembre - Roncone 22,,45.98275799,10.66795039,SELLA GIUDICARIE,72
222272101,TNEE83604P,SCUOLA PRIMARIA ZUCLO,True,False,False,False,Via Fucina - Zuclo 10,,46.0327615,10.74244038,BORGO LARES,69
221992101,TNEE83603N,SCUOLA PRIMARIA TIONE DI TRENTO,True,False,False,False,Via Pinzolo 2,,46.0367565,10.72760426,TIONE DI TRENTO,175
221512101,TNEE83602L,SCUOLA PRIMARIA RAGOLI,True,False,False,False,Via Roma - Ragoli 5,,46.05340659,10.77785634,TRE VILLE,60
220242101,TNEE83601G,SCUOLA PRIMARIA BONDO-BREGUZZO,True,False,False,False,Via Indipendenza - Bondo 105,,46.00888687,10.69891124,SELLA GIUDICARIE,77
221997103,TNPS007014,LICEO SCIENTIFICO,False,False,True,False,Via Durone 53,,46.03686577,10.73131449,TIONE DI TRENTO,201
221995403,TNTD00701X,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,False,False,True,False,Via Durone 53,,46.03686577,10.73131449,TIONE DI TRENTO,208
221995206,TNTD00701X,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,False,False,True,False,Via Durone 53,,46.03686577,10.73131449,TIONE DI TRENTO,126
221997104,TNPS007014,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,False,False,True,False,Via Durone 53,,46.03686577,10.73131449,TIONE DI TRENTO,117
221997105,TNPS007014,LICEO LINGUISTICO,False,False,True,False,Via Durone 53,,46.03686577,10.73131449,TIONE DI TRENTO,137
221997106,TNPS007014,LICEO DELLE SCIENZE UMANE,False,False,True,False,Via Durone 53,,46.03686577,10.73131449,TIONE DI TRENTO,157
221996203,TNTD007519,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,False,False,True,False,Via Durone 53,,46.03686577,10.73131449,TIONE DI TRENTO,39
221996204,TNTD007519,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,False,False,True,False,Via Durone 53,,46.03686577,10.73131449,TIONE DI TRENTO,29
221999902,TNCT711002,EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,False,True,False,False,Via Durone 53,,46.03686577,10.73131449,TIONE DI TRENTO,102
220383001,TNMM81001A,SCUOLA SECONDARIA DI PRIMO GRADO CANAL SAN BOVO,False,True,False,False,Localita Lausen 13/Z,,46.15127615,11.7338196,CANAL SAN BOVO,45
220382101,TNEE81001B,"SCUOLA PRIMARIA ""F. LOSS"" CANAL SAN BOVO",True,False,False,False,Localita Lausen 14,,,,CANAL SAN BOVO,78
222012101,TNEE81007N,"SCUOLA PRIMARIA ""CARD. J. BERNARDIN"" TONADICO",True,False,False,False,Via Sorelle Lucian - Tonadico 8,,46.1789374,11.83448395,PRIMIERO SAN MARTINO DI CASTROZZA,180
220845402,TNTD170007,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,False,False,True,False,Via Delle Fonti - Transacqua 10,,46.17355993,11.83043306,PRIMIERO SAN MARTINO DI CASTROZZA,103
220845503,TNTD170007,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,False,False,True,False,Via Delle Fonti - Transacqua 10,,46.17355993,11.83043306,PRIMIERO SAN MARTINO DI CASTROZZA,75
220847102,TNPS100005,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,False,False,True,False,Via Delle Fonti - Transacqua 10,,46.17355993,11.83043306,PRIMIERO SAN MARTINO DI CASTROZZA,87
221883002,TNMM81301T,"SCUOLA SECONDARIA DI PRIMO GRADO ""DON L. MILANI"" TELVE",False,True,False,False,Via Borgo 2/A,,46.06936735,11.47772203,TELVE,165
221892102,TNEE813031,SCUOLA PRIMARIA TELVE DI SOPRA,True,False,False,False,Via delle Scuole 19,,46.07012041,11.47206396,TELVE DI SOPRA,50
221882102,TNEE81302X,SCUOLA PRIMARIA TELVE,True,False,False,False,Via Giusti 5,,46.06936735,11.47772203,TELVE,107
220492102,TNEE81301V,"SCUOLA PRIMARIA ""T. V. GOZZER"" CASTELNUOVO",True,False,False,False,Piazza Municipio 4,,46.05272212,11.49423612,CASTELNUOVO,60
221563002,TNMM81302V,"SCUOLA SECONDARIA DI PRIMO GRADO ""M. POLA"" RONCEGNO TERME",False,True,False,False,Via Don Meggio 2/A,,46.05034124,11.40741506,RONCEGNO TERME,146
221562104,TNEE813075,"SCUOLA PRIMARIA ""P. MARTINELLI"" RONCEGNO TERME",True,False,False,False,Via Baldessari 15,,46.05183795,11.40848999,RONCEGNO TERME,82
221292102,TNEE813064,"SCUOLA PRIMARIA ""C. CORRADI"" NOVALEDO",True,False,False,False,Piazza Municipio 5,,46.02229819,11.36566322,NOVALEDO,67
221562103,TNEE813086,SCUOLA PRIMARIA MARTER,True,False,False,False,Via Della Chiesa 14,,46.03440819,11.39274203,RONCEGNO TERME,60
220793001,TNMM84403G,"SCUOLA SECONDARIA DI PRIMO GRADO ""NUOVA EUROPA"" DRO",False,True,False,False,Via S Antonio 17,,45.95929137,10.91011491,DRO,223
220792102,TNEE844101,SCUOLA PRIMARIA PIETRAMURATA,True,False,False,False,Piazza Mercato  ,,46.01695362,10.94548525,DRO,81
220792101,TNEE84409V,SCUOLA PRIMARIA DRO,True,False,False,False,Piazza Repubblica  1,,45.96094669,10.91062905,DRO,270
221152101,TNEE81003D,SCUOLA PRIMARIA MEZZANO,True,False,False,False,Via Iv Novembre 13,,46.15648155,11.80939463,MEZZANO,85
221742102,TNEE81006L,"SCUOLA PRIMARIA ""B. ZANETEL"" S.MARTINO DI CASTROZZA",True,False,False,False,Via Laghetto - San Martino Di Castrozza 28,,46.26056132,11.79797942,PRIMIERO SAN MARTINO DI CASTROZZA,16
222052121,TN1E005006,SCUOLA PRIMARIA SACRA FAMIGLIA TRENTO,True,False,False,False,Via Della Saluga 7,,46.07105074,11.12941838,TRENTO,193
222053010,TNMM81901R,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. PASCOLI"" POVO",False,True,False,False,Via Znojmo 24,,46.05299698,11.15079183,TRENTO,319
222052105,TNEE81902V,"SCUOLA PRIMARIA ""G. TOMASI"" VILLAZZANO",True,False,False,False,Piazza Monsignor Nicolini  7,,46.04809996,11.14614818,TRENTO,186
222052141,TNEE81901T,"SCUOLA PRIMARIA ""U. MOGGIOLI"" POVO",True,False,False,False,Via Dei Rivi 6,,46.06395267,11.15332462,TRENTO,237
222053015,TNMM820011,"SCUOLA SECONDARIA DI PRIMO GRADO ""ARGENTARIO"" TRENTO",False,True,False,False,Via Ponte Alto 2/1,,46.07453775,11.14337534,TRENTO,400
222052139,TNEE820045,"SCUOLA PRIMARIA ""R. BELENZANI"" S.VITO",True,False,False,False,Via S Vito 169,,46.07417071,11.1394676,TRENTO,89
222052138,TNEE820034,"SCUOLA PRIMARIA ""R. ZANDONAI"" MARTIGNANO",True,False,False,False,Piazza Menghin  1,,46.09048641,11.13198248,TRENTO,198
222052136,TNEE820012,"SCUOLA PRIMARIA ""E. BERNARDI"" COGNOLA",True,False,False,False,Via Ponte Alto 2/1,,46.07526856,11.14327677,TRENTO,307
222053009,TNMM82102T,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. FOGAZZARO"" MATTARELLO",False,True,False,False,Via Della Torre Franca 1,,46.00690588,11.1306546,TRENTO,253
220033001,TNMM82101R,SCUOLA SECONDARIA DI PRIMO GRADO ALDENO,False,True,False,False,Via Alle Albere 1,,45.97501984,11.09335289,ALDENO,106
222052132,TNEE82101T,SCUOLA PRIMARIA ROMAGNANO TRENTO,True,False,False,False,Via Ai Comuni 6,,46.01936411,11.10561053,TRENTO,65
222052130,TNEE821041,SCUOLA PRIMARIA MATTARELLO,True,False,False,False,Via Poli 11,,46.00617137,11.12890082,TRENTO,316
220582101,TNEE82103X,SCUOLA PRIMARIA CIMONE,True,False,False,False,Frazione Petrolli 37,,45.9795768,11.06854062,CIMONE,47
220032101,TNEE82102V,SCUOLA PRIMARIA ALDENO,True,False,False,False,Via XXV Aprile 1,,45.97439667,11.09385458,ALDENO,156
222053001,TNMM85701G,"SCUOLA SECONDARIA DI PRIMO GRADO ""O. WINKLER"" TRENTO",False,True,False,False,Viale Degli Olmi 22,,46.04940326,11.13323587,TRENTO,285
222052134,TNEE85702N,SCUOLA PRIMARIA LOCALITA' MADONNA BIANCA TRENTO,True,False,False,False,Piazzale Europa 4,,46.03980502,11.13406936,TRENTO,156
222052145,TNEE85701L,SCUOLA PRIMARIA CLARINA TRENTO,True,False,False,False,Via Einaudi 13,,46.05172238,11.12677001,TRENTO,257
220222101,TNEE812046,"SCUOLA PRIMARIA ""V. DA FELTRE"" BORGO VALSUGANA",True,False,False,False,Via IV Novembre 3,,46.05202591,11.45459536,BORGO VALSUGANA,281
220229901,,EDUCAZIONE LIBERA PER ADULTI,False,False,False,False,Via XXIV Maggio 7,,46.05394713,11.46125649,BORGO VALSUGANA,0
220952101,TNEE812024,SCUOLA PRIMARIA GRIGNO,True,False,False,False,Viale Trento 2,,45.9923004,11.66985445,GRIGNO,73
220227103,TNPS002011,LICEO SCIENTIFICO,False,False,True,False,Via XXIV Maggio 7,,46.05394713,11.46125649,BORGO VALSUGANA,116
220225402,TNTD00201R,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,False,False,True,False,Via XXIV Maggio 7,,46.05394713,11.46125649,BORGO VALSUGANA,204
