data,pubblicazione,url,fascia,vaccino,popolazione,diagnosi,ricoveri,intensive,decessi,popolazione_giorno,diagnosi_start,diagnosi_end,ricoveri_start,ricoveri_end,intensive_start,intensive_end,decessi_start,decessi_end,totale,percentuale_popolazione,percentuale_diagnosi,percentuale_ricoveri,percentuale_intensive,percentuale_decessi
2021-08-04,2021-08-06,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf,12-39,non vaccinati,10874565,45110,870,26,2,2021-07-17,2021-07-02,2021-08-01,2021-06-25,2021-07-25,2021-06-25,2021-07-25,2021-06-11,2021-07-11,17435555,0.6237005360597928,0.004148211905487714,8.000320012800512e-05,2.3909002337104977e-06,1.8391540259311523e-07
2021-08-04,2021-08-06,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf,12-39,vaccinati incompleto,4335470,10523,62,0,0,2021-07-17,2021-07-02,2021-08-01,2021-06-25,2021-07-25,2021-06-25,2021-07-25,2021-06-11,2021-07-11,17435555,0.24865683942954497,0.0024271878250800953,1.4300640991634125e-05,0.0,0.0
2021-08-04,2021-08-06,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf,12-39,vaccinati completo,2225520,3714,26,0,0,2021-07-17,2021-07-02,2021-08-01,2021-06-25,2021-07-25,2021-06-25,2021-07-25,2021-06-11,2021-07-11,17435555,0.12764262451066227,0.001668823465976491,1.168266292821453e-05,0.0,0.0
2021-08-04,2021-08-06,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf,40-59,non vaccinati,7042798,11774,755,55,26,2021-07-17,2021-07-02,2021-08-01,2021-06-25,2021-07-25,2021-06-25,2021-07-25,2021-06-11,2021-07-11,18447460,0.3817760277024588,0.0016717787447545706,0.00010720171159246652,7.809396208722726e-06,3.6917145713961977e-06
2021-08-04,2021-08-06,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf,40-59,vaccinati incompleto,5406031,5001,80,2,0,2021-07-17,2021-07-02,2021-08-01,2021-06-25,2021-07-25,2021-06-25,2021-07-25,2021-06-11,2021-07-11,18447460,0.2930501543301896,0.0009250779361050648,1.4798287320216995e-05,3.699571830054249e-07,0.0
2021-08-04,2021-08-06,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf,40-59,vaccinati completo,5998631,4511,60,4,0,2021-07-17,2021-07-02,2021-08-01,2021-06-25,2021-07-25,2021-06-25,2021-07-25,2021-06-11,2021-07-11,18447460,0.3251738179673516,0.0007520049157882857,1.0002282187385755e-05,6.668188124923837e-07,0.0
2021-08-04,2021-08-06,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf,60-79,non vaccinati,2946662,2849,453,74,52,2021-07-17,2021-07-02,2021-08-01,2021-06-25,2021-07-25,2021-06-25,2021-07-25,2021-06-11,2021-07-11,13572779,0.21710086047964092,0.0009668567348409828,0.00015373327514319593,2.511316194392163e-05,1.764708677140439e-05
2021-08-04,2021-08-06,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf,60-79,vaccinati incompleto,3243966,1813,133,9,14,2021-07-17,2021-07-02,2021-08-01,2021-06-25,2021-07-25,2021-06-25,2021-07-25,2021-06-11,2021-07-11,13572779,0.23900529139979365,0.000558883786081605,4.0999196662357126e-05,2.774381729031685e-06,4.3157049118270664e-06
2021-08-04,2021-08-06,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf,60-79,vaccinati completo,7382151,2770,131,13,5,2021-07-17,2021-07-02,2021-08-01,2021-06-25,2021-07-25,2021-06-25,2021-07-25,2021-06-11,2021-07-11,13572779,0.5438938481205654,0.0003752293877489095,1.7745505341193916e-05,1.7610043468360374e-06,6.773093641677066e-07
2021-08-04,2021-08-06,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf,80+,non vaccinati,425736,534,156,14,48,2021-07-17,2021-07-02,2021-08-01,2021-06-25,2021-07-25,2021-06-25,2021-07-25,2021-06-11,2021-07-11,4554107,0.09348396952465104,0.0012542984384689103,0.0003664242629235019,3.288422872390401e-05,0.0001127459270533852
2021-08-04,2021-08-06,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf,80+,vaccinati incompleto,164209,83,17,0,4,2021-07-17,2021-07-02,2021-08-01,2021-06-25,2021-07-25,2021-06-25,2021-07-25,2021-06-11,2021-07-11,4554107,0.03605734340453573,0.0005054534160734187,0.00010352660329214599,0.0,2.4359200774622586e-05
2021-08-04,2021-08-06,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf,80+,vaccinati completo,3964162,1338,187,6,29,2021-07-17,2021-07-02,2021-08-01,2021-06-25,2021-07-25,2021-06-25,2021-07-25,2021-06-11,2021-07-11,4554107,0.8704586870708132,0.00033752404669637617,4.717264329762507e-05,1.513560747517382e-06,7.3155436130006795e-06
2021-08-11,2021-08-13,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_11-agosto-2021.pdf,12-39,non vaccinati,10220321,58875,1129,42,1,2021-07-24,2021-07-09,2021-08-08,2021-07-02,2021-08-01,2021-07-02,2021-08-01,2021-06-18,2021-07-18,17435555,0.5861769814611579,0.00576058227525339,0.0001104661976859631,4.109459967059743e-06,9.784428492999388e-08
2021-08-11,2021-08-13,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_11-agosto-2021.pdf,12-39,vaccinati incompleto,4558902,13561,93,2,0,2021-07-24,2021-07-09,2021-08-08,2021-07-02,2021-08-01,2021-07-02,2021-08-01,2021-06-18,2021-07-18,17435555,0.2614715734600935,0.0029746197658997715,2.0399648862818285e-05,4.387021260821136e-07,0.0
2021-08-11,2021-08-13,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_11-agosto-2021.pdf,12-39,vaccinati completo,2656332,5552,34,0,0,2021-07-24,2021-07-09,2021-08-08,2021-07-02,2021-08-01,2021-07-02,2021-08-01,2021-06-18,2021-07-18,17435555,0.15235144507874857,0.002090100183260225,1.2799604868668525e-05,0.0,0.0
2021-08-11,2021-08-13,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_11-agosto-2021.pdf,40-59,non vaccinati,6790774,16853,1081,82,24,2021-07-24,2021-07-09,2021-08-08,2021-07-02,2021-08-01,2021-07-02,2021-08-01,2021-06-18,2021-07-18,18447460,0.3681143095038558,0.0024817495030757908,0.0001591865669509838,1.2075206743737902e-05,3.534206851825727e-06
2021-08-11,2021-08-13,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_11-agosto-2021.pdf,40-59,vaccinati incompleto,4302256,5801,101,6,2,2021-07-24,2021-07-09,2021-08-08,2021-07-02,2021-08-01,2021-07-02,2021-08-01,2021-06-18,2021-07-18,18447460,0.23321671384570017,0.0013483623475683455,2.3476055353284416e-05,1.3946171497000643e-06,4.648723832333548e-07
2021-08-11,2021-08-13,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_11-agosto-2021.pdf,40-59,vaccinati completo,7354430,6873,89,6,0,2021-07-24,2021-07-09,2021-08-08,2021-07-02,2021-08-01,2021-07-02,2021-08-01,2021-06-18,2021-07-18,18447460,0.39866897665044404,0.0009345387745889213,1.2101549678221154e-05,8.158348097677182e-07,0.0
2021-08-11,2021-08-13,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_11-agosto-2021.pdf,60-79,non vaccinati,2893691,4101,637,104,64,2021-07-24,2021-07-09,2021-08-08,2021-07-02,2021-08-01,2021-07-02,2021-08-01,2021-06-18,2021-07-18,13572779,0.21319812250682046,0.0014172211200159243,0.00022013407789567028,3.594025761561964e-05,2.2117081609612082e-05
2021-08-11,2021-08-13,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_11-agosto-2021.pdf,60-79,vaccinati incompleto,2343633,2104,160,13,7,2021-07-24,2021-07-09,2021-08-08,2021-07-02,2021-08-01,2021-07-02,2021-08-01,2021-06-18,2021-07-18,13572779,0.17267156563884228,0.0008977514824206691,6.827007470879612e-05,5.546943570089685e-06,2.9868157685098308e-06
2021-08-11,2021-08-13,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_11-agosto-2021.pdf,60-79,vaccinati completo,8335455,4445,210,17,6,2021-07-24,2021-07-09,2021-08-08,2021-07-02,2021-08-01,2021-07-02,2021-08-01,2021-06-18,2021-07-18,13572779,0.6141303118543373,0.0005332642309268061,2.519358571307745e-05,2.039480748201508e-06,7.198167346593558e-07
2021-08-11,2021-08-13,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_11-agosto-2021.pdf,80+,non vaccinati,418020,756,220,19,54,2021-07-24,2021-07-09,2021-08-08,2021-07-02,2021-08-01,2021-07-02,2021-08-01,2021-06-18,2021-07-18,4554107,0.09178967468265457,0.001808525907851299,0.0005262906081048754,4.545237069996651e-05,0.0001291804219893785
2021-08-11,2021-08-13,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_11-agosto-2021.pdf,80+,vaccinati incompleto,136645,104,26,1,5,2021-07-24,2021-07-09,2021-08-08,2021-07-02,2021-08-01,2021-07-02,2021-08-01,2021-06-18,2021-07-18,4554107,0.03000478469214711,0.0007610962713600936,0.0001902740678400234,7.31823337846244e-06,3.6591166892312195e-05
2021-08-11,2021-08-13,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_11-agosto-2021.pdf,80+,vaccinati completo,3999442,2017,294,11,28,2021-07-24,2021-07-09,2021-08-08,2021-07-02,2021-08-01,2021-07-02,2021-08-01,2021-06-18,2021-07-18,4554107,0.8782055406251983,0.0005043203526892002,7.351025468052793e-05,2.750383678523154e-06,7.0009766362407555e-06
2021-08-18,2021-08-20,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_18-agosto-2021.pdf,12-39,non vaccinati,9409901,67101,1373,49,4,2021-07-31,2021-07-16,2021-08-15,2021-07-09,2021-08-08,2021-07-09,2021-08-08,2021-06-25,2021-07-25,17435555,0.5396960980020423,0.007130893300577764,0.00014591014294411812,5.207281139302103e-06,4.250841746369064e-07
2021-08-18,2021-08-20,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_18-agosto-2021.pdf,12-39,vaccinati incompleto,4366588,14327,110,2,0,2021-07-31,2021-07-16,2021-08-15,2021-07-09,2021-08-08,2021-07-09,2021-08-08,2021-06-25,2021-07-25,17435555,0.25044158330491917,0.0032810514754311603,2.5191293522539797e-05,4.5802351859163263e-07,0.0
2021-08-18,2021-08-20,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_18-agosto-2021.pdf,12-39,vaccinati completo,3659066,7195,57,0,0,2021-07-31,2021-07-16,2021-08-15,2021-07-09,2021-08-08,2021-07-09,2021-08-08,2021-06-25,2021-07-25,17435555,0.20986231869303845,0.0019663487895544927,1.5577745796331633e-05,0.0,0.0
2021-08-18,2021-08-20,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_18-agosto-2021.pdf,40-59,non vaccinati,5754829,21581,1455,121,28,2021-07-31,2021-07-16,2021-08-15,2021-07-09,2021-08-08,2021-07-09,2021-08-08,2021-06-25,2021-07-25,18447460,0.3119577979841127,0.003750067986381524,0.00025283114407048413,2.1025820228541977e-05,4.86547906115021e-06
2021-08-18,2021-08-20,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_18-agosto-2021.pdf,40-59,vaccinati incompleto,3425683,5897,125,8,5,2021-07-31,2021-07-16,2021-08-15,2021-07-09,2021-08-08,2021-07-09,2021-08-08,2021-06-25,2021-07-25,18447460,0.18569944046497458,0.0017214085483099283,3.648907385768035e-05,2.3353007268915426e-06,1.459562954307214e-06
2021-08-18,2021-08-20,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_18-agosto-2021.pdf,40-59,vaccinati completo,9266948,9003,121,7,2,2021-07-31,2021-07-16,2021-08-15,2021-07-09,2021-08-08,2021-07-09,2021-08-08,2021-06-25,2021-07-25,18447460,0.5023427615509127,0.0009715172676052568,1.3057157545288913e-05,7.55372750553904e-07,2.1582078587254402e-07
2021-08-18,2021-08-20,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_18-agosto-2021.pdf,60-79,non vaccinati,2083299,5553,893,140,80,2021-07-31,2021-07-16,2021-08-15,2021-07-09,2021-08-08,2021-07-09,2021-08-08,2021-06-25,2021-07-25,13572779,0.15349096894600583,0.00266548392717512,0.00042864706410361645,6.720110747425117e-05,3.840063284242924e-05
2021-08-18,2021-08-20,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_18-agosto-2021.pdf,60-79,vaccinati incompleto,2020243,2221,176,11,9,2021-07-31,2021-07-16,2021-08-15,2021-07-09,2021-08-08,2021-07-09,2021-08-08,2021-06-25,2021-07-25,13572779,0.14884519964555526,0.0010993726992247963,8.711823280664751e-05,5.444889550415469e-06,4.454909632158112e-06
2021-08-18,2021-08-20,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_18-agosto-2021.pdf,60-79,vaccinati completo,9469237,6079,325,36,6,2021-07-31,2021-07-16,2021-08-15,2021-07-09,2021-08-08,2021-07-09,2021-08-08,2021-06-25,2021-07-25,13572779,0.6976638314084389,0.0006419735824544258,3.432166709947169e-05,3.8017846633260947e-06,6.336307772210158e-07
2021-08-18,2021-08-20,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_18-agosto-2021.pdf,80+,non vaccinati,320296,1026,331,24,65,2021-07-31,2021-07-16,2021-08-15,2021-07-09,2021-08-08,2021-07-09,2021-08-08,2021-06-25,2021-07-25,4554107,0.07033124166823485,0.003203286959562405,0.0010334190873442066,7.493068911257087e-05,0.00020293728301321279
2021-08-18,2021-08-20,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_18-agosto-2021.pdf,80+,vaccinati incompleto,127610,123,33,1,5,2021-07-31,2021-07-16,2021-08-15,2021-07-09,2021-08-08,2021-07-09,2021-08-08,2021-06-25,2021-07-25,4554107,0.028020861169928593,0.0009638743045215892,0.0002586004231643288,7.836376459525116e-06,3.918188229762558e-05
2021-08-18,2021-08-20,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_18-agosto-2021.pdf,80+,vaccinati completo,4106201,2701,456,18,40,2021-07-31,2021-07-16,2021-08-15,2021-07-09,2021-08-08,2021-07-09,2021-08-08,2021-06-25,2021-07-25,4554107,0.9016478971618366,0.0006577856271526893,0.00011105155349190164,4.383613953627696e-06,9.74136434139488e-06
2021-08-25,2021-08-27,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_25-agosto-2021.pdf,12-39,non vaccinati,8855576,70440,1578,57,3,2021-08-07,2021-07-23,2021-08-22,2021-07-16,2021-08-15,2021-07-16,2021-08-15,2021-07-02,2021-08-01,17435555,0.5079033044832815,0.007954310368969788,0.00017819281320605233,6.436622530256643e-06,3.3876960685561276e-07
2021-08-25,2021-08-27,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_25-agosto-2021.pdf,12-39,vaccinati incompleto,3910551,14014,120,4,0,2021-08-07,2021-07-23,2021-08-22,2021-07-16,2021-08-15,2021-07-16,2021-08-15,2021-07-02,2021-08-01,17435555,0.2242860063817871,0.003583638213643039,3.068621276132187e-05,1.022873758710729e-06,0.0
2021-08-25,2021-08-27,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_25-agosto-2021.pdf,12-39,vaccinati completo,4669428,9428,74,1,0,2021-08-07,2021-07-23,2021-08-22,2021-07-16,2021-08-15,2021-07-16,2021-08-15,2021-07-02,2021-08-01,17435555,0.26781068913493145,0.0020190909893031865,1.5847765507895184e-05,2.1415899334993494e-07,0.0
2021-08-25,2021-08-27,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_25-agosto-2021.pdf,40-59,non vaccinati,5530037,25710,1906,189,32,2021-08-07,2021-07-23,2021-08-22,2021-07-16,2021-08-15,2021-07-16,2021-08-15,2021-07-02,2021-08-01,18447460,0.29977227217188707,0.004649155150318163,0.0003446631550566479,3.417698651925837e-05,5.786579728128402e-06
2021-08-25,2021-08-27,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_25-agosto-2021.pdf,40-59,vaccinati incompleto,2366086,5486,138,9,5,2021-08-07,2021-07-23,2021-08-22,2021-07-16,2021-08-15,2021-07-16,2021-08-15,2021-07-02,2021-08-01,18447460,0.12826080121599395,0.0023185970416967094,5.8324169113041536e-05,3.8037501595461872e-06,2.113194533081215e-06
2021-08-25,2021-08-27,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_25-agosto-2021.pdf,40-59,vaccinati completo,10551337,12300,166,13,3,2021-08-07,2021-07-23,2021-08-22,2021-07-16,2021-08-15,2021-07-16,2021-08-15,2021-07-02,2021-08-01,18447460,0.571966926612119,0.0011657290445751093,1.5732603365810417e-05,1.2320713479249123e-06,2.843241572134413e-07
2021-08-25,2021-08-27,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_25-agosto-2021.pdf,60-79,non vaccinati,2012350,6934,1257,224,110,2021-08-07,2021-07-23,2021-08-22,2021-07-16,2021-08-15,2021-07-16,2021-08-15,2021-07-02,2021-08-01,13572779,0.14826366803732677,0.0034457226625587,0.0006246428305215296,0.00011131264442070217,5.466245931373767e-05
2021-08-25,2021-08-27,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_25-agosto-2021.pdf,60-79,vaccinati incompleto,1281222,2052,204,15,13,2021-08-07,2021-07-23,2021-08-22,2021-07-16,2021-08-15,2021-07-16,2021-08-15,2021-07-02,2021-08-01,13572779,0.09439643863647967,0.0016015959763413367,0.0001592229918000159,1.1707572926471759e-05,1.0146563202942192e-05
2021-08-25,2021-08-27,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_25-agosto-2021.pdf,60-79,vaccinati completo,10279207,8454,461,49,18,2021-08-07,2021-07-23,2021-08-22,2021-07-16,2021-08-15,2021-07-16,2021-08-15,2021-07-02,2021-08-01,13572779,0.7573398933261936,0.0008224369837089573,4.48478175407889e-05,4.766904684378863e-06,1.751107843241215e-06
2021-08-25,2021-08-27,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_25-agosto-2021.pdf,80+,non vaccinati,310867,1321,421,30,101,2021-08-07,2021-07-23,2021-08-22,2021-07-16,2021-08-15,2021-07-16,2021-08-15,2021-07-02,2021-08-01,4554107,0.06826080283137836,0.004249405694396639,0.001354276909417854,9.650429283262617e-05,0.00032489778586984147
2021-08-25,2021-08-27,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_25-agosto-2021.pdf,80+,vaccinati incompleto,114534,151,47,2,9,2021-08-07,2021-07-23,2021-08-22,2021-07-16,2021-08-15,2021-07-16,2021-08-15,2021-07-02,2021-08-01,4554107,0.025149606717628725,0.0013183858068346517,0.00041035849616707703,1.7462063666684128e-05,7.857928650007858e-05
2021-08-25,2021-08-27,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_25-agosto-2021.pdf,80+,vaccinati completo,4128706,3712,648,32,71,2021-08-07,2021-07-23,2021-08-22,2021-07-16,2021-08-15,2021-07-16,2021-08-15,2021-07-02,2021-08-01,4554107,0.906589590450993,0.0008990710406601972,0.0001569499014945603,7.750612419484459e-06,1.7196671305731143e-05
2021-09-01,2021-09-03,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_1-settembre-2021.pdf,12-39,non vaccinati,8165625,69504,1626,62,4,2021-08-14,2021-07-30,2021-08-29,2021-07-23,2021-08-22,2021-07-23,2021-08-22,2021-07-09,2021-08-08,17435555,0.4683318081930859,0.008511779563719863,0.00019912743972445466,7.5928052047455035e-06,4.898584003061615e-07
2021-09-01,2021-09-03,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_1-settembre-2021.pdf,12-39,vaccinati incompleto,3447156,12217,105,5,0,2021-08-14,2021-07-30,2021-08-29,2021-07-23,2021-08-22,2021-07-23,2021-08-22,2021-07-09,2021-08-08,17435555,0.19770841822930213,0.0035440809757376806,3.045989215457612e-05,1.4504710549798153e-06,0.0
2021-09-01,2021-09-03,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_1-settembre-2021.pdf,12-39,vaccinati completo,5822774,11097,93,2,0,2021-08-14,2021-07-30,2021-08-29,2021-07-23,2021-08-22,2021-07-23,2021-08-22,2021-07-09,2021-08-08,17435555,0.333959773577612,0.0019057926685803021,1.597176878237074e-05,3.434788985456073e-07,0.0
2021-09-01,2021-09-03,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_1-settembre-2021.pdf,40-59,non vaccinati,5263193,28701,2235,249,56,2021-08-14,2021-07-30,2021-08-29,2021-07-23,2021-08-22,2021-07-23,2021-08-22,2021-07-09,2021-08-08,18447460,0.2853071913423311,0.005453153627465305,0.0004246471676033921,4.7309684444404755e-05,1.063992903167336e-05
2021-09-01,2021-09-03,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_1-settembre-2021.pdf,40-59,vaccinati incompleto,1734907,4766,130,8,6,2021-08-14,2021-07-30,2021-08-29,2021-07-23,2021-08-22,2021-07-23,2021-08-22,2021-07-09,2021-08-08,18447460,0.0940458469621292,0.0027471213154365045,7.493197041685808e-05,4.611198179498959e-06,3.458398634624219e-06
2021-09-01,2021-09-03,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_1-settembre-2021.pdf,40-59,vaccinati completo,11449360,14601,213,19,8,2021-08-14,2021-07-30,2021-08-29,2021-07-23,2021-08-22,2021-07-23,2021-08-22,2021-07-09,2021-08-08,18447460,0.6206469616955397,0.0012752677878938212,1.8603659942564475e-05,1.6594814033273475e-06,6.987290119273042e-07
2021-09-01,2021-09-03,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_1-settembre-2021.pdf,60-79,non vaccinati,1926937,8139,1562,286,164,2021-08-14,2021-07-30,2021-08-29,2021-07-23,2021-08-22,2021-07-23,2021-08-22,2021-07-09,2021-08-08,13572779,0.14197070474661083,0.0042238018160427665,0.0008106129053518616,0.00014842208126160844,8.510916547868456e-05
2021-09-01,2021-09-03,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_1-settembre-2021.pdf,60-79,vaccinati incompleto,776230,1785,195,15,18,2021-08-14,2021-07-30,2021-08-29,2021-07-23,2021-08-22,2021-07-23,2021-08-22,2021-07-09,2021-08-08,13572779,0.057190204010541985,0.0022995761565515376,0.0002512142019762184,1.932416938278603e-05,2.3189003259343236e-05
2021-09-01,2021-09-03,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_1-settembre-2021.pdf,60-79,vaccinati completo,10869612,10274,607,66,40,2021-08-14,2021-07-30,2021-08-29,2021-07-23,2021-08-22,2021-07-23,2021-08-22,2021-07-09,2021-08-08,13572779,0.8008390912428471,0.0009452039318422773,5.584375964845847e-05,6.07197386622448e-06,3.6799841613481695e-06
2021-09-01,2021-09-03,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_1-settembre-2021.pdf,80+,non vaccinati,300892,1593,565,44,159,2021-08-14,2021-07-30,2021-08-29,2021-07-23,2021-08-22,2021-07-23,2021-08-22,2021-07-09,2021-08-08,4554107,0.06607047221332304,0.005294258405009107,0.0018777501562022253,0.00014623187057150074,0.0005284288050197414
2021-09-01,2021-09-03,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_1-settembre-2021.pdf,80+,vaccinati incompleto,107317,157,50,3,13,2021-08-14,2021-07-30,2021-08-29,2021-07-23,2021-08-22,2021-07-23,2021-08-22,2021-07-09,2021-08-08,4554107,0.023564883302039236,0.0014629555429242337,0.00046590940857459676,2.7954564514475804e-05,0.00012113644622939515
2021-09-01,2021-09-03,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_1-settembre-2021.pdf,80+,vaccinati completo,4145898,4408,875,40,139,2021-08-14,2021-07-30,2021-08-29,2021-07-23,2021-08-22,2021-07-23,2021-08-22,2021-07-09,2021-08-08,4554107,0.9103646444846377,0.0010632195968159372,0.00021105198439517808,9.64809071520814e-06,3.352711523534829e-05
2021-09-08,2021-09-10,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_8-settembre-2021.pdf,12-39,non vaccinati,7378291,64612,1711,63,7,2021-08-21,2021-08-06,2021-09-05,2021-07-30,2021-08-29,2021-07-30,2021-08-29,2021-07-16,2021-08-15,17435555,0.4231750007384336,0.00875704143412072,0.00023189651912617704,8.538562656311603e-06,9.487291840346227e-07
2021-09-08,2021-09-10,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_8-settembre-2021.pdf,12-39,vaccinati incompleto,3129839,10267,92,3,1,2021-08-21,2021-08-06,2021-09-05,2021-07-30,2021-08-29,2021-07-30,2021-08-29,2021-07-16,2021-08-15,17435555,0.1795089975627389,0.0032803604274852477,2.939448323060707e-05,9.585157575197958e-07,3.1950525250659856e-07
2021-09-08,2021-09-10,https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_8-settembre-2021.pdf,12-39,vaccinati completo,6927425,11719,105,3,0,2021-08-21,2021-08-06,2021-09-05,2021-07-30,2021-08-29,2021-07-30,2021-08-29,2021-07-16,2021-08-15,17435555,0.39731600169882747,0.001691681974182326,1.5157147136201402e-05,4.330613467486115e-07,0.0
