Data;Media a 7 giorni;Media a 7 giorni_non_consolidati;Nuovi casi giornaleiri;Nuovi casi giornaleiri_non_consolidati
22/10/20;185,5714286;;162;
23/10/20;198,5714286;;182;
24/10/20;221,2857143;;212;
25/10/20;240,8571429;;199;
26/10/20;265,8571429;;250;
27/10/20;289,5714286;;238;
28/10/20;312,7142857;;306;
29/10/20;341,1428571;;299;
30/10/20;369,4285714;;357;
31/10/20;393,2857143;;378;
01/11/20;429,7142857;;361;
02/11/20;453,2857143;;449;
03/11/20;471,1428571;;436;
04/11/20;501;;473;
05/11/20;523,5714286;;554;
06/11/20;556,4285714;;522;
07/11/20;585,7142857;;503;
08/11/20;610,7142857;;570;
09/11/20;632,1428571;;607;
10/11/20;660;;666;
11/11/20;682,2857143;;678;
12/11/20;705,2857143;;729;
13/11/20;723,5714286;;672;
14/11/20;741,2857143;;698;
15/11/20;752,8571429;;726;
16/11/20;769,2857143;;768;
17/11/20;766,7142857;;794;
18/11/20;766,7142857;;802;
19/11/20;766,7142857;;810;
20/11/20;763,8571429;;787;
21/11/20;767,5714286;;680;
22/11/20;757,4285714;;726;
23/11/20;755,5714286;;768;
24/11/20;762,8571429;;774;
25/11/20;755,2857143;;828;
26/11/20;744,1428571;;739;
27/11/20;727,2857143;;774;
28/11/20;712,4285714;;731;
29/11/20;701,4285714;;673;
30/11/20;689,8571429;;690;
01/12/20;675,5714286;;656;
02/12/20;672,5714286;;724;
03/12/20;665,7142857;;662;
04/12/20;658,4285714;;693;
05/12/20;653,5714286;;631;
06/12/20;648,1428571;;652;
07/12/20;637,2857143;;642;
08/12/20;631,5714286;;605;
09/12/20;620,7142857;;690;
10/12/20;611,2857143;;624;
11/12/20;608,4285714;;617;
12/12/20;601,8571429;;591;
13/12/20;597;;576;
14/12/20;588,7142857;;576;
15/12/20;577,1428571;;585;
16/12/20;565,8571429;;644;
17/12/20;556,4285714;;590;
18/12/20;544,2857143;;559;
19/12/20;524,1428571;;510;
20/12/20;510,4285714;;497;
21/12/20;491,2857143;;510;
22/12/20;480,5714286;;500;
23/12/20;469,7142857;;503;
24/12/20;468,7142857;;494;
25/12/20;461,4285714;;425;
26/12/20;458;;435;
27/12/20;449,4285714;;421;
28/12/20;453,7142857;;503;
29/12/20;453;;449;
30/12/20;453,4285714;;479;
31/12/20;454,1428571;;434;
01/01/21;461,4285714;;455;
02/01/21;460;;430;
03/01/21;465;;424;
04/01/21;463,8571429;;508;
05/01/21;465,2857143;;500;
06/01/21;468,1428571;;469;
07/01/21;463,5714286;;469;
08/01/21;458,8571429;;447;
09/01/21;456,8571429;;440;
10/01/21;451,1428571;;444;
11/01/21;459,5714286;;476;
12/01/21;460,4285714;;467;
13/01/21;460,8571429;;455;
14/01/21;461,2857143;;429;
15/01/21;461,2857143;;506;
16/01/21;458,8571429;;446;
17/01/21;457,8571429;;447;
18/01/21;446,4285714;;479;
19/01/21;440,5714286;;467;
20/01/21;436,1428571;;438;
21/01/21;424,4285714;;422;
22/01/21;420,7142857;;426;
23/01/21;420,2857143;;405;
24/01/21;416,2857143;;416;
25/01/21;406,7142857;;397;
26/01/21;402,8571429;;441;
27/01/21;395,5714286;;435;
28/01/21;389,1428571;;394;
29/01/21;383,2857143;;359;
30/01/21;373,2857143;;378;
31/01/21;364,8571429;;365;
01/02/21;372,1428571;;352;
02/02/21;367,2857143;;400;
03/02/21;358,2857143;;365;
04/02/21;355,2857143;;335;
05/02/21;347,8571429;;410;
06/02/21;337,1428571;;344;
07/02/21;332;;302;
08/02/21;314,1428571;;331;
09/02/21;301,1428571;;348;
10/02/21;295,8571429;;290;
11/02/21;289;;299;
12/02/21;280,4285714;;285;
13/02/21;286,7142857;;253;
14/02/21;288,2857143;;265;
15/02/21;289;;283;
16/02/21;289;;288;
17/02/21;289;;334;
18/02/21;299,5714286;;310;
19/02/21;301,8571429;;290;
20/02/21;289;;253;
21/02/21;282,5714286;;265;
22/02/21;281,8571429;;357;
23/02/21;285,7142857;;304;
24/02/21;282,2857143;;244;
25/02/21;277,1428571;;265;
26/02/21;278;;285;
27/02/21;289,5714286;;280;
28/02/21;296,7142857;;241;
01/03/21;301,7142857;;321;
02/03/21;302,8571429;;310;
03/03/21;311,8571429;;325;
04/03/21;310;;315;
05/03/21;310,8571429;;320;
06/03/21;315,4285714;;288;
07/03/21;324,2857143;;304;
08/03/21;334,8571429;;308;
09/03/21;344,7142857;;316;
10/03/21;345;;357;
11/03/21;353,4285714;;377;
12/03/21;369,2857143;;394;
13/03/21;374,2857143;;357;
14/03/21;379,4285714;;306;
15/03/21;379,1428571;;367;
16/03/21;381,8571429;;427;
17/03/21;395,2857143;;392;
18/03/21;398;;413;
19/03/21;402,1428571;;392;
20/03/21;409,7142857;;376;
21/03/21;411,5714286;;400;
22/03/21;417,8571429;;386;
23/03/21;417,1428571;;456;
24/03/21;413,8571429;;445;
25/03/21;423,1428571;;426;
26/03/21;416,7142857;;436;
27/03/21;416,5714286;;371;
28/03/21;419,4285714;;377;
29/03/21;420,4285714;;451;
30/03/21;430,8571429;;411;
31/03/21;431,1428571;;444;
01/04/21;423,8571429;;446;
02/04/21;432,8571429;;443;
03/04/21;426;;444;
04/04/21;422,8571429;;379;
05/04/21;418,8571429;;400;
06/04/21;410;;474;
07/04/21;410;;396;
08/04/21;410,1428571;;424;
09/04/21;396;;415;
10/04/21;387,4285714;;382;
11/04/21;372,2857143;;379;
12/04/21;358,2857143;;401;
13/04/21;350,8571429;;375;
14/04/21;339,4285714;;336;
15/04/21;325,7142857;;318;
16/04/21;317,4285714;;317;
17/04/21;317,1428571;;330;
18/04/21;310,8571429;;299;
19/04/21;311,5714286;;305;
20/04/21;307,8571429;;317;
21/04/21;304,2857143;;334;
22/04/21;303,5714286;;274;
23/04/21;291,2857143;;322;
24/04/21;282,8571429;;304;
25/04/21;277,2857143;;274;
26/04/21;265,4285714;;300;
27/04/21;251;;231;
28/04/21;243;;275;
29/04/21;230,5714286;;235;
30/04/21;234;;239;
01/05/21;225;;203;
02/05/21;218,2857143;;218;
03/05/21;211,4285714;;213;
04/05/21;207,2857143;;255;
05/05/21;200,1428571;;212;
06/05/21;197,7142857;;188;
07/05/21;189,4285714;;191;
08/05/21;181;;174;
09/05/21;174,8571429;;168;
10/05/21;168,5714286;;196;
11/05/21;163,2857143;;197;
12/05/21;157,1428571;;153;
13/05/21;149,1428571;;145;
14/05/21;138;;147;
15/05/21;131,4285714;;137;
16/05/21;128,2857143;;125;
17/05/21;120,1428571;;140;
18/05/21;116;;119;
19/05/21;110,8571429;;107;
20/05/21;103,1428571;;123;
21/05/21;99,14285714;;90;
22/05/21;95,42857143;;108;
23/05/21;90,42857143;;89;
24/05/21;88,71428571;;86;
25/05/21;83,57142857;;91;
26/05/21;77,85714286;;81;
27/05/21;74,42857143;;88;
28/05/21;70,28571429;;78;
29/05/21;64,42857143;;72;
30/05/21;61,85714286;;49;
31/05/21;57,71428571;;62;
01/06/21;55,71428571;;62;
02/06/21;56;;40;
03/06/21;56,14285714;;70;
04/06/21;53,14285714;;49;
05/06/21;52,85714286;;58;
06/06/21;47,71428571;;51;
07/06/21;45,42857143;;63;
08/06/21;42,28571429;;41;
09/06/21;38,42857143;;38;
10/06/21;34,71428571;;34;
11/06/21;33,14285714;;33;
12/06/21;32,71428571;;36;
13/06/21;31,71428571;;24;
14/06/21;30,28571429;;37;
15/06/21;27,71428571;;30;
16/06/21;27,57142857;;35;
17/06/21;24,85714286;;27;
18/06/21;24,14285714;;23;
19/06/21;22,28571429;;18;
20/06/21;21,42857143;;23;
21/06/21;19,71428571;;18;
22/06/21;20;;25;
23/06/21;18,42857143;;22;
24/06/21;18,42857143;;21;
25/06/21;17;;11;
26/06/21;16;;20;
27/06/21;15;;12;
28/06/21;15;;18;
29/06/21;14;;15;
30/06/21;13,57142857;;15;
01/07/21;12,71428571;;14;
02/07/21;11,71428571;;11;
03/07/21;11;;13;
04/07/21;10,71428571;;9;
05/07/21;10,42857143;;12;
06/07/21;10,14285714;;8;
07/07/21;9,857142857;;10;
08/07/21;9,714285714;;12;
09/07/21;9,714285714;;9;
10/07/21;10,14285714;;11;
11/07/21;9,714285714;;7;
12/07/21;9,285714286;;11;
13/07/21;8,714285714;;8;
14/07/21;8,428571429;;13;
15/07/21;8,571428571;;9;
16/07/21;8,857142857;;6;
17/07/21;8,857142857;;7;
18/07/21;9;;5;
19/07/21;9,142857143;;12;
20/07/21;9,428571429;;10;
21/07/21;9,857142857;;13;
22/07/21;10;;10;
23/07/21;10,85714286;;7;
24/07/21;9,714285714;;9;
25/07/21;10,42857143;;8;
26/07/21;10,28571429;;13;
27/07/21;10,85714286;;16;
28/07/21;11,42857143;;5;
29/07/21;12;;15;
30/07/21;12,42857143;;6;
31/07/21;14,42857143;;13;
01/08/21;14,85714286;;12;
02/08/21;16,57142857;;17;
03/08/21;18,14285714;;19;
04/08/21;18,42857143;;19;
05/08/21;18,42857143;;18;
06/08/21;18,14285714;;18;
07/08/21;20,14285714;;24;
08/08/21;21,57142857;;14;
09/08/21;23,28571429;;17;
10/08/21;24,71428571;;17;
11/08/21;26,28571429;;33;
12/08/21;28;;28;
13/08/21;31,71428571;;30;
14/08/21;31,71428571;;34;
15/08/21;;33,42857143;;25
16/08/21;;34,42857143;;29
17/08/21;;32,71428571;;43
18/08/21;;34,14285714;;33
19/08/21;;34,85714286;;40
20/08/21;;34,28571429;;37
21/08/21;;35,42857143;;22
22/08/21;;33,57142857;;35
23/08/21;;33,57142857;;34
24/08/21;;33,57142857;;39
25/08/21;;;;41
26/08/21;;;;27
27/08/21;;;;37
