Data;Media a 7 giorni;Media a 7 giorni_non_consolidati;Nuovi casi giornaleiri;Nuovi casi giornaleiri_non_consolidati
15/10/20;105,5714286;;116;
16/10/20;114,7142857;;104;
17/10/20;129,7142857;;108;
18/10/20;135,5714286;;125;
19/10/20;149,4285714;;124;
20/10/20;167;;143;
21/10/20;178;;188;
22/10/20;195;;157;
23/10/20;210,4285714;;201;
24/10/20;223,5714286;;231;
25/10/20;238,7142857;;202;
26/10/20;247,4285714;;243;
27/10/20;256,8571429;;251;
28/10/20;265;;280;
29/10/20;283,1428571;;263;
30/10/20;298,2857143;;262;
31/10/20;311,8571429;;297;
01/11/20;332,5714286;;259;
02/11/20;351,5714286;;370;
03/11/20;358,7142857;;357;
04/11/20;372,4285714;;375;
05/11/20;373,7142857;;408;
06/11/20;379,8571429;;395;
07/11/20;380;;347;
08/11/20;376;;355;
09/11/20;374,2857143;;379;
10/11/20;372,8571429;;400;
11/11/20;368,5714286;;376;
12/11/20;371,5714286;;380;
13/11/20;370,4285714;;383;
14/11/20;377,8571429;;337;
15/11/20;377,7142857;;325;
16/11/20;373,1428571;;400;
17/11/20;365;;392;
18/11/20;360,2857143;;428;
19/11/20;350,4285714;;379;
20/11/20;344;;351;
21/11/20;325,1428571;;280;
22/11/20;314,1428571;;292;
23/11/20;305;;331;
24/11/20;297,7142857;;347;
25/11/20;291,1428571;;296;
26/11/20;276,7142857;;302;
27/11/20;262,7142857;;287;
28/11/20;256,1428571;;229;
29/11/20;250,1428571;;246;
30/11/20;242,1428571;;230;
01/12/20;240,1428571;;249;
02/12/20;231,8571429;;250;
03/12/20;229,8571429;;260;
04/12/20;224,5714286;;231;
05/12/20;221;;215;
06/12/20;217,5714286;;188;
07/12/20;211,5714286;;216;
08/12/20;206,8571429;;212;
09/12/20;204,7142857;;225;
10/12/20;202,5714286;;236;
11/12/20;200,5714286;;189;
12/12/20;191,1428571;;182;
13/12/20;185,1428571;;173;
14/12/20;181,5714286;;201;
15/12/20;178,1428571;;198;
16/12/20;176,1428571;;159;
17/12/20;175;;194;
18/12/20;172;;164;
19/12/20;173,5714286;;158;
20/12/20;170,7142857;;159;
21/12/20;168,2857143;;193;
22/12/20;167,5714286;;177;
23/12/20;168,4285714;;170;
24/12/20;164,5714286;;174;
25/12/20;166,7142857;;147;
26/12/20;168,7142857;;153;
27/12/20;170;;165;
28/12/20;170,7142857;;166;
29/12/20;175,4285714;;192;
30/12/20;171;;184;
31/12/20;175,5714286;;183;
01/01/21;173,8571429;;152;
02/01/21;172,8571429;;186;
03/01/21;174,2857143;;134;
04/01/21;180,1428571;;198;
05/01/21;177,7142857;;180;
06/01/21;183,8571429;;177;
07/01/21;182,7142857;;193;
08/01/21;183,2857143;;193;
09/01/21;181,5714286;;169;
10/01/21;179,4285714;;177;
11/01/21;174,8571429;;190;
12/01/21;173,2857143;;184;
13/01/21;171,2857143;;165;
14/01/21;170,5714286;;178;
15/01/21;166,5714286;;161;
16/01/21;166,1428571;;158;
17/01/21;165,7142857;;163;
18/01/21;163,8571429;;185;
19/01/21;163,4285714;;156;
20/01/21;158,1428571;;162;
21/01/21;156,8571429;;175;
22/01/21;154,2857143;;148;
23/01/21;147,4285714;;155;
24/01/21;144,1428571;;126;
25/01/21;141,5714286;;176;
26/01/21;138,7142857;;138;
27/01/21;138,4285714;;114;
28/01/21;136,5714286;;152;
29/01/21;137,8571429;;130;
30/01/21;141;;135;
31/01/21;139,1428571;;124;
01/02/21;144,4285714;;163;
02/02/21;145,5714286;;147;
03/02/21;146,5714286;;136;
04/02/21;144;;139;
05/02/21;145;;167;
06/02/21;147,4285714;;143;
07/02/21;147,2857143;;131;
08/02/21;141,2857143;;145;
09/02/21;138,1428571;;154;
10/02/21;136,4285714;;153;
11/02/21;138;;138;
12/02/21;138,1428571;;125;
13/02/21;136,7142857;;121;
14/02/21;142;;119;
15/02/21;143,5714286;;156;
16/02/21;149,8571429;;155;
17/02/21;155,7142857;;143;
18/02/21;162,5714286;;175;
19/02/21;168;;136;
20/02/21;172,7142857;;165;
21/02/21;179,2857143;;160;
22/02/21;187,5714286;;204;
23/02/21;190,8571429;;193;
24/02/21;193;;176;
25/02/21;197,8571429;;221;
26/02/21;209,5714286;;194;
27/02/21;220,2857143;;188;
28/02/21;222,1428571;;175;
01/03/21;237,2857143;;238;
02/03/21;248,8571429;;275;
03/03/21;255,8571429;;251;
04/03/21;261;;234;
05/03/21;264,8571429;;300;
06/03/21;273,5714286;;269;
07/03/21;276,8571429;;224;
08/03/21;281,7142857;;274;
09/03/21;282,1428571;;302;
10/03/21;288,8571429;;312;
11/03/21;298,1428571;;257;
12/03/21;305;;334;
13/03/21;302,4285714;;272;
14/03/21;309,2857143;;271;
15/03/21;309,1428571;;339;
16/03/21;310,7142857;;350;
17/03/21;309,2857143;;294;
18/03/21;304,4285714;;305;
19/03/21;296,8571429;;333;
20/03/21;292,2857143;;283;
21/03/21;297,4285714;;261;
22/03/21;297,2857143;;305;
23/03/21;297,5714286;;297;
24/03/21;297,4285714;;262;
25/03/21;300,7142857;;341;
26/03/21;302,2857143;;332;
27/03/21;302,1428571;;285;
28/03/21;287,2857143;;260;
29/03/21;278,1428571;;328;
30/03/21;266,7142857;;308;
31/03/21;256,8571429;;261;
01/04/21;235,5714286;;237;
02/04/21;223,7142857;;268;
03/04/21;215,7142857;;205;
04/04/21;209,5714286;;191;
05/04/21;196,2857143;;179;
06/04/21;192;;225;
07/04/21;183,2857143;;205;
08/04/21;181,2857143;;194;
09/04/21;174,4285714;;175;
10/04/21;166,7142857;;175;
11/04/21;158;;130;
12/04/21;153,8571429;;165;
13/04/21;144,4285714;;177;
14/04/21;140,2857143;;151;
15/04/21;135,5714286;;133;
16/04/21;132,2857143;;146;
17/04/21;128,7142857;;109;
18/04/21;126,8571429;;101;
19/04/21;122;;132;
20/04/21;122,7142857;;154;
21/04/21;122,7142857;;126;
22/04/21;123,2857143;;120;
23/04/21;118,5714286;;112;
24/04/21;116,7142857;;114;
25/04/21;116;;101;
26/04/21;115,8571429;;136;
27/04/21;112,8571429;;121;
28/04/21;111;;113;
29/04/21;108,2857143;;115;
30/04/21;109,2857143;;111;
01/05/21;106,7142857;;93;
02/05/21;102,4285714;;88;
03/05/21;99,14285714;;117;
04/05/21;95,57142857;;128;
05/05/21;92,42857143;;95;
06/05/21;86,85714286;;85;
07/05/21;77,42857143;;88;
08/05/21;72,28571429;;68;
09/05/21;69,28571429;;66;
10/05/21;65,57142857;;78;
11/05/21;64,57142857;;62;
12/05/21;60,14285714;;59;
13/05/21;56,42857143;;64;
14/05/21;54,85714286;;62;
15/05/21;53,85714286;;61;
16/05/21;50,14285714;;35;
17/05/21;49,28571429;;52;
18/05/21;46,71428571;;51;
19/05/21;45,71428571;;52;
20/05/21;43;;38;
21/05/21;40,42857143;;56;
22/05/21;38,71428571;;43;
23/05/21;36,42857143;;28;
24/05/21;32;;33;
25/05/21;28,71428571;;33;
26/05/21;28,57142857;;40;
27/05/21;28,28571429;;22;
28/05/21;27,28571429;;25;
29/05/21;24,57142857;;20;
30/05/21;23,71428571;;27;
31/05/21;23,57142857;;31;
01/06/21;23,71428571;;26;
02/06/21;21,71428571;;21;
03/06/21;19,71428571;;16;
04/06/21;18,42857143;;24;
05/06/21;18,14285714;;21;
06/06/21;17,42857143;;13;
07/06/21;16;;17;
08/06/21;14,85714286;;17;
09/06/21;14,57142857;;19;
10/06/21;13,42857143;;11;
11/06/21;14,42857143;;14;
12/06/21;13,57142857;;13;
13/06/21;13,14285714;;11;
14/06/21;12;;9;
15/06/21;10,57142857;;24;
16/06/21;9,714285714;;13;
17/06/21;9,571428571;;8;
18/06/21;7,285714286;;6;
19/06/21;6,428571429;;3;
20/06/21;6,857142857;;5;
21/06/21;7,714285714;;8;
22/06/21;8,428571429;;8;
23/06/21;9,142857143;;7;
24/06/21;9,285714286;;11;
25/06/21;8,571428571;;12;
26/06/21;8;;8;
27/06/21;7;;10;
28/06/21;5,857142857;;9;
29/06/21;5,285714286;;3;
30/06/21;4;;3;
01/07/21;4,285714286;;4;
02/07/21;4,857142857;;4;
03/07/21;5,428571429;;4;
04/07/21;6,142857143;;1;
05/07/21;6,428571429;;11;
06/07/21;6,142857143;;7;
07/07/21;7,142857143;;7;
08/07/21;6,714285714;;9;
09/07/21;6,714285714;;6;
10/07/21;6,428571429;;2;
11/07/21;6,285714286;;8;
12/07/21;6,714285714;;8;
13/07/21;7,714285714;;7;
14/07/21;8,285714286;;5;
15/07/21;8,285714286;;8;
16/07/21;8,428571429;;9;
17/07/21;9,428571429;;9;
18/07/21;10;;12;
19/07/21;11;;8;
20/07/21;11,57142857;;8;
21/07/21;11;;12;
22/07/21;12,14285714;;12;
23/07/21;12;;16;
24/07/21;13,14285714;;13;
25/07/21;14,14285714;;8;
26/07/21;15,28571429;;16;
27/07/21;15,28571429;;7;
28/07/21;17,42857143;;20;
29/07/21;18,28571429;;19;
30/07/21;19,42857143;;24;
31/07/21;20;;13;
01/08/21;20,85714286;;23;
02/08/21;20,28571429;;22;
03/08/21;21;;15;
04/08/21;20,14285714;;24;
05/08/21;20,85714286;;25;
06/08/21;22,71428571;;20;
07/08/21;25;;18;
08/08/21;25,57142857;;17;
09/08/21;27,85714286;;27;
10/08/21;28,85714286;;28;
11/08/21;30,71428571;;40;
12/08/21;32,85714286;;29;
13/08/21;34,42857143;;36;
14/08/21;35;;25;
15/08/21;35,57142857;;30;
16/08/21;35,14285714;;42;
17/08/21;36,42857143;;39;
18/08/21;37,14285714;;44;
19/08/21;36,14285714;;33;
20/08/21;35,28571429;;33;
21/08/21;34,57142857;;34;
22/08/21;34,14285714;;35;
23/08/21;34,28571429;;35;
24/08/21;34,85714286;;33;
25/08/21;35,57142857;;39;
26/08/21;36,42857143;;30;
27/08/21;36,71428571;;34;
28/08/21;37,14285714;;38;
29/08/21;37,71428571;;40;
30/08/21;39,42857143;;41;
31/08/21;38,57142857;;35;
01/09/21;36,14285714;;42;
02/09/21;35,57142857;;34;
03/09/21;35,14285714;;46;
04/09/21;33,57142857;;32;
05/09/21;;33,42857143;;23
06/09/21;;30,14285714;;37
07/09/21;;30,28571429;;32
08/09/21;;30,71428571;;31
09/09/21;;29,57142857;;33
10/09/21;;27,28571429;;23
11/09/21;;27,14285714;;33
12/09/21;;25,71428571;;26
13/09/21;;24,28571429;;29
14/09/21;;21;;16
15/09/21;;17,57142857;;30
16/09/21;;;;23
17/09/21;;;;13
18/09/21;;;;10
