"period_start","period_end","publication","url","variant","number_cases","percent_cases_variant","variant_sex_female","percent_variant_female","variant_sex_male","percent_variant_male","native_case","imported_case","period_start_last_45_days","period_end_last_45_days","number_cases_last_45_days","perc_cases_last_45_days","variant_sex_female_last_45_days","percent_variant_female_last_45_days","variant_sex_male_last_45_days","percent_variant_male_last_45_days","native_case_last_45_days","imported_case_last_45_days"
"28/12/20","13/09/21","17/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_9/Bollettino_varianti_9.pdf","P.2",5,0.1,1,0.1,4,0.1,5,0,"31/07/21","13/09/21",0,0,0,0,0,0,0,0
"28/12/20","13/09/21","17/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_9/Bollettino_varianti_9.pdf","Other",6550,11.4,3207,11.6,3343,11.3,6373,177,"31/07/21","13/09/21",842,10.2,407,10.1,435,10.2,822,20
"28/12/20","27/09/21","01/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_10/Bollettino_varianti_10.pdf","B.1.1.7",27883,44.5,13929,45.6,13954,43.4,27633,250,"14/08/21","27/09/21",10,0.1,4,0.1,6,0.1,10,0
"28/12/20","27/09/21","01/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_10/Bollettino_varianti_10.pdf","B.1.1.7 + E484K",75,0.1,37,0.1,38,0.1,75,0,"14/08/21","27/09/21",1,0.1,1,0.1,0,0,1,0
"28/12/20","27/09/21","01/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_10/Bollettino_varianti_10.pdf","B.1.351",289,0.5,135,0.4,154,0.5,278,11,"14/08/21","27/09/21",2,0.1,1,0.1,1,0.1,2,0
"28/12/20","27/09/21","01/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_10/Bollettino_varianti_10.pdf","P.1",2843,4.5,1391,4.6,1452,4.5,2809,34,"14/08/21","27/09/21",2,0.1,0,0,2,0.1,1,1
"28/12/20","27/09/21","01/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_10/Bollettino_varianti_10.pdf","B.1.617.2",24002,38.3,11343,37.2,12659,39.3,22623,1379,"14/08/21","27/09/21",7703,89.6,3872,89.7,3831,89.6,7321,382
"28/12/20","27/09/21","01/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_10/Bollettino_varianti_10.pdf","B.1.525",447,0.7,175,0.6,272,0.8,365,82,"14/08/21","27/09/21",0,0,0,0,0,0,0,0
"28/12/20","27/09/21","01/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_10/Bollettino_varianti_10.pdf","B.1.617.1",337,0.5,162,0.5,175,0.5,335,2,"14/08/21","27/09/21",103,1.2,57,1.3,46,1.1,103,0
"28/12/20","27/09/21","01/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_10/Bollettino_varianti_10.pdf","B.1.617.3",33,0.1,21,0.1,12,0.1,28,5,"14/08/21","27/09/21",19,0.2,11,0.3,8,0.2,15,4
"28/12/20","27/09/21","01/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_10/Bollettino_varianti_10.pdf","P.2",5,0.1,1,0.1,4,0.1,5,0,"14/08/21","27/09/21",0,0,0,0,0,0,0,0
"28/12/20","27/09/21","01/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_10/Bollettino_varianti_10.pdf","Other",6785,10.8,3325,10.9,3460,10.8,6601,184,"14/08/21","27/09/21",756,8.8,373,8.6,383,9,735,21
"28/12/20","11/10/21","15/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_11/Bollettino_varianti_11.pdf","B.1.1.7",27904,41.9,13945,42.8,13959,41,27652,252,"28/08/21","11/10/21",3,0.1,1,0.1,2,0.1,3,0
"28/12/20","11/10/21","15/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_11/Bollettino_varianti_11.pdf","B.1.1.7 + E484K",75,0.1,37,0.1,38,0.1,75,0,"28/08/21","11/10/21",0,0,0,0,0,0,0,0
"28/12/20","11/10/21","15/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_11/Bollettino_varianti_11.pdf","B.1.351",290,0.4,135,0.4,155,0.5,279,11,"28/08/21","11/10/21",3,0.1,1,0.1,2,0.1,3,0
"28/12/20","11/10/21","15/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_11/Bollettino_varianti_11.pdf","P.1",2849,4.3,1396,4.3,1453,4.3,2815,34,"28/08/21","11/10/21",0,0,0,0,0,0,0,0
"28/12/20","11/10/21","15/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_11/Bollettino_varianti_11.pdf","B.1.617.2",27576,41.4,13205,40.5,14371,42.2,26064,1512,"28/08/21","11/10/21",6598,90.8,3454,90.8,3144,90.8,6346,252
"28/12/20","11/10/21","15/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_11/Bollettino_varianti_11.pdf","B.1.525",454,0.7,182,0.6,272,0.8,372,82,"28/08/21","11/10/21",0,0,0,0,0,0,0,0
"28/12/20","11/10/21","15/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_11/Bollettino_varianti_11.pdf","B.1.617.1",410,0.6,205,0.6,205,0.6,408,2,"28/08/21","11/10/21",106,1.5,57,1.5,49,1.4,106,0
"28/12/20","11/10/21","15/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_11/Bollettino_varianti_11.pdf","B.1.617.3",31,0.1,20,0.1,11,0.1,26,5,"28/08/21","11/10/21",0,0,0,0,0,0,0,0
"28/12/20","11/10/21","15/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_11/Bollettino_varianti_11.pdf","P.2",5,0.1,1,0.1,4,0.1,5,0,"28/08/21","11/10/21",0,0,0,0,0,0,0,0
"28/12/20","11/10/21","15/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_11/Bollettino_varianti_11.pdf","Other",7026,10.5,3449,10.6,3577,10.5,6838,188,"28/08/21","11/10/21",558,7.7,293,7.7,265,7.7,550,8
"28/12/20","25/10/21","29/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_12/Bollettino_varianti_12.pdf","B.1.1.7",27912,40.4,13945,41.2,13967,39.6,27660,252,"11/09/21","25/10/21",0,0,0,0,0,0,0,0
"28/12/20","25/10/21","29/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_12/Bollettino_varianti_12.pdf","B.1.1.7 + E484K",76,0.1,37,0.1,39,0.1,76,0,"11/09/21","25/10/21",1,0.1,0,0,1,0,1,0
"28/12/20","25/10/21","29/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_12/Bollettino_varianti_12.pdf","B.1.351",290,0.4,135,0.4,155,0.4,279,11,"11/09/21","25/10/21",1,0.1,0,0,1,0,1,0
"28/12/20","25/10/21","29/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_12/Bollettino_varianti_12.pdf","P.1",2850,4.1,1396,4.1,1454,4.1,2816,34,"11/09/21","25/10/21",1,0.1,1,0,0,0,1,0
"28/12/20","25/10/21","29/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_12/Bollettino_varianti_12.pdf","B.1.617.2",29962,43.4,14463,42.7,15499,44,28382,1580,"11/09/21","25/10/21",4907,92.2,2613,92.8,2294,91.5,4802,105
"28/12/20","25/10/21","29/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_12/Bollettino_varianti_12.pdf","B.1.525",459,0.7,184,0.5,275,0.8,373,86,"11/09/21","25/10/21",0,0,0,0,0,0,0,0
"28/12/20","25/10/21","29/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_12/Bollettino_varianti_12.pdf","B.1.617.1",431,0.6,216,0.6,215,0.6,429,2,"11/09/21","25/10/21",72,1.4,42,1.5,30,1.2,72,0
"28/12/20","25/10/21","29/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_12/Bollettino_varianti_12.pdf","B.1.617.3",31,0.1,20,0.1,11,0,26,5,"11/09/21","25/10/21",0,0,0,0,0,0,0,0
"28/12/20","25/10/21","29/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_12/Bollettino_varianti_12.pdf","P.2",5,0.1,1,0,4,0,5,0,"11/09/21","25/10/21",0,0,0,0,0,0,0,0
"28/12/20","25/10/21","29/10/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_12/Bollettino_varianti_12.pdf","Other",7096,10.3,3475,10.3,3621,10.3,6904,192,"11/09/21","25/10/21",341,6.4,160,5.7,181,7.2,336,5
"28/12/20","08/11/21","12/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_13/Bollettino_varianti_13.pdf","B.1.1.7",27920,38.7,13947,39.4,13973,38,27576,344,"25/09/21","08/11/21",1,0.1,1,0.1,0,0,1,0
"28/12/20","08/11/21","12/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_13/Bollettino_varianti_13.pdf","B.1.1.7 + E484K",75,0.1,37,0.1,38,0.1,75,0,"25/09/21","08/11/21",1,0.1,0,0,1,0.1,1,0
"28/12/20","08/11/21","12/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_13/Bollettino_varianti_13.pdf","B.1.351",289,0.4,134,0.4,155,0.4,278,11,"25/09/21","08/11/21",0,0,0,0,0,0,0,0
"28/12/20","08/11/21","12/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_13/Bollettino_varianti_13.pdf","P.1",2845,3.9,1392,3.9,1453,4,2806,39,"25/09/21","08/11/21",1,0.1,1,0.1,0,0,1,0
"28/12/20","08/11/21","12/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_13/Bollettino_varianti_13.pdf","B.1.617.2",32480,45.1,15769,44.5,16711,45.6,30771,1709,"25/09/21","08/11/21",4277,91.2,2256,91.5,2021,90.9,4168,109
"28/12/20","08/11/21","12/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_13/Bollettino_varianti_13.pdf","B.1.525",460,0.6,184,0.5,276,0.8,373,87,"25/09/21","08/11/21",0,0,0,0,0,0,0,0
"28/12/20","08/11/21","12/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_13/Bollettino_varianti_13.pdf","B.1.617.1",476,0.7,245,0.7,231,0.6,474,2,"25/09/21","08/11/21",66,1.4,46,1.9,20,0.9,66,0
"28/12/20","08/11/21","12/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_13/Bollettino_varianti_13.pdf","B.1.617.3",31,0,20,0.1,11,0.1,26,5,"25/09/21","08/11/21",1,0.1,0,0,1,0.1,1,0
"28/12/20","08/11/21","12/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_13/Bollettino_varianti_13.pdf","P.2",5,0,1,0.1,4,0.1,5,0,"25/09/21","08/11/21",0,0,0,0,0,0,0,0
"28/12/20","08/11/21","12/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_13/Bollettino_varianti_13.pdf","Other",7483,10.4,3681,10.4,3802,10.4,7255,228,"25/09/21","08/11/21",342,7.3,162,6.6,180,8.1,322,20
"28/12/20","22/11/21","26/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_14/Bollettino_varianti_14.pdf","B.1.1.7",27927,36.9,13945,37.4,13982,36.5,27584,343,"09/10/21","22/11/21",14,0.3,7,0.2,7,0.3,14,0
"28/12/20","22/11/21","26/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_14/Bollettino_varianti_14.pdf","B.1.1.7 + E484K",75,0.1,37,0.1,38,0.1,75,0,"09/10/21","22/11/21",0,0,0,0,0,0,0,0
"28/12/20","22/11/21","26/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_14/Bollettino_varianti_14.pdf","B.1.351",289,0.4,134,0.4,155,0.4,278,11,"09/10/21","22/11/21",0,0,0,0,0,0,0,0
"28/12/20","22/11/21","26/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_14/Bollettino_varianti_14.pdf","P.1",2828,3.7,1381,3.7,1447,3.8,2789,39,"09/10/21","22/11/21",1,0.1,1,0.1,0,0,1,0
"28/12/20","22/11/21","26/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_14/Bollettino_varianti_14.pdf","B.1.617.2",35867,47.4,17565,47.1,18302,47.7,34118,1749,"09/10/21","22/11/21",4899,91.4,2597,91.4,2302,91.3,4820,79
"28/12/20","22/11/21","26/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_14/Bollettino_varianti_14.pdf","B.1.525",464,0.6,187,0.5,277,0.7,377,87,"09/10/21","22/11/21",0,0,0,0,0,0,0,0
"28/12/20","22/11/21","26/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_14/Bollettino_varianti_14.pdf","B.1.617.1",500,0.7,260,0.7,240,0.6,498,2,"09/10/21","22/11/21",46,0.9,30,1.1,16,0.6,46,0
"28/12/20","22/11/21","26/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_14/Bollettino_varianti_14.pdf","B.1.617.3",30,0.1,20,0.1,10,0.1,25,5,"09/10/21","22/11/21",0,0,0,0,0,0,0,0
"28/12/20","22/11/21","26/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_14/Bollettino_varianti_14.pdf","P.2",5,0.1,1,0.1,4,0.1,5,0,"09/10/21","22/11/21",0,0,0,0,0,0,0,0
"28/12/20","22/11/21","26/11/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_14/Bollettino_varianti_14.pdf","Other",7668,10.1,3776,10.1,3892,10.1,7433,235,"09/10/21","22/11/21",402,7.5,205,7.2,197,7.8,376,26
"28/12/20","06/12/21","10/12/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_15/Bollettino_varianti_15.pdf","B.1.1.7",27928,34.6,13945,35,13983,34.3,27585,343,"23/10/21","06/12/21",4,0.1,2,0.1,2,0.1,4,0
"28/12/20","06/12/21","10/12/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_15/Bollettino_varianti_15.pdf","B.1.1.7 + E484K",75,0.1,37,0.1,38,0.1,75,0,"23/10/21","06/12/21",0,0,0,0,0,0,0,0
"28/12/20","06/12/21","10/12/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_15/Bollettino_varianti_15.pdf","B.1.351",289,0.4,134,0.3,155,0.4,278,11,"23/10/21","06/12/21",0,0,0,0,0,0,0,0
"28/12/20","06/12/21","10/12/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_15/Bollettino_varianti_15.pdf","P.1",2829,3.5,1383,3.5,1446,3.6,2790,39,"23/10/21","06/12/21",1,0.1,1,0.1,0,0,1,0
"28/12/20","06/12/21","10/12/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_15/Bollettino_varianti_15.pdf","B.1.617.2",40065,49.7,19748,49.5,20317,49.9,38248,1817,"23/10/21","06/12/21",6448,86.6,3395,86.5,3053,86.7,6366,82
"28/12/20","06/12/21","10/12/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_15/Bollettino_varianti_15.pdf","B.1.1.529",4,0.1,3,0.1,1,0.1,3,1,"23/10/21","06/12/21",4,0.1,3,0.1,1,0.1,3,1
"28/12/20","06/12/21","10/12/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_15/Bollettino_varianti_15.pdf","B.1.525",485,0.6,192,0.5,293,0.7,382,103,"23/10/21","06/12/21",0,0,0,0,0,0,0,0
"28/12/20","06/12/21","10/12/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_15/Bollettino_varianti_15.pdf","B.1.617.1",548,0.7,288,0.7,260,0.6,546,2,"23/10/21","06/12/21",65,0.9,38,1,27,0.8,65,0
"28/12/20","06/12/21","10/12/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_15/Bollettino_varianti_15.pdf","B.1.617.3",31,0.1,20,0.1,11,0.1,26,5,"23/10/21","06/12/21",1,0.1,0,0,1,0.1,1,0
"28/12/20","06/12/21","10/12/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_15/Bollettino_varianti_15.pdf","P.2",5,0.1,1,0.1,4,0.1,5,0,"23/10/21","06/12/21",0,0,0,0,0,0,0,0
"28/12/20","06/12/21","10/12/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_15/Bollettino_varianti_15.pdf","Other",8347,10.4,4132,10.4,4215,10.4,8094,253,"23/10/21","06/12/21",924,12.4,485,12.4,439,12.5,885,39
"28/12/20","10/01/22","19/01/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_16/Bollettino_varianti_16.pdf","B.1.1.7",28118,30.4,14040,30.5,14078,30.4,20859,341,"27/11/21","10/01/22",114,1.2,58,1.2,56,1.3,114,0
"28/12/20","10/01/22","19/01/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_16/Bollettino_varianti_16.pdf","B.1.1.7 + E484K",75,0.1,37,0.1,38,0.1,73,0,"27/11/21","10/01/22",0,0,0,0,0,0,0,0
"28/12/20","10/01/22","19/01/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_16/Bollettino_varianti_16.pdf","B.1.351",289,0.3,134,0.3,155,0.3,263,11,"27/11/21","10/01/22",0,0,0,0,0,0,0,0
"28/12/20","10/01/22","19/01/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_16/Bollettino_varianti_16.pdf","P.1",2858,3.1,1404,3,1454,3.1,2258,39,"27/11/21","10/01/22",8,0.1,4,0.1,4,0.1,8,0
"28/12/20","10/01/22","19/01/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_16/Bollettino_varianti_16.pdf","B.1.617.2",48912,52.9,24367,52.9,24545,52.9,42114,1877,"27/11/21","10/01/22",6134,66.7,3195,66.4,2939,67,5410,45
"28/12/20","10/01/22","19/01/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_16/Bollettino_varianti_16.pdf","B.1.1.529",1437,1.6,769,1.7,668,1.4,1290,46,"27/11/21","10/01/22",1426,15.5,762,15.8,664,15.1,1281,44
"28/12/20","10/01/22","19/01/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_16/Bollettino_varianti_16.pdf","B.1.525",485,0.5,192,0.4,293,0.6,359,102,"27/11/21","10/01/22",1,0.1,0,0,1,0.1,1,0
"28/12/20","10/01/22","19/01/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_16/Bollettino_varianti_16.pdf","B.1.617.1",633,0.7,329,0.7,304,0.7,630,2,"27/11/21","10/01/22",59,0.6,29,0.6,30,0.7,59,0
"28/12/20","10/01/22","19/01/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_16/Bollettino_varianti_16.pdf","B.1.617.3",31,0.1,20,0.1,11,0.1,26,5,"27/11/21","10/01/22",0,0,0,0,0,0,0,0
"28/12/20","10/01/22","19/01/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_16/Bollettino_varianti_16.pdf","P.2",5,0.1,1,0.1,4,0.1,5,0,"27/11/21","10/01/22",0,0,0,0,0,0,0,0
"28/12/20","10/01/22","19/01/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_16/Bollettino_varianti_16.pdf","Other",9603,10.4,4787,10.4,4816,10.4,8325,260,"27/11/21","10/01/22",1455,15.8,765,15.9,690,15.7,1352,11
NA,NA,"18/02/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_17/Bollettino_varianti_17.pdf","B.1.1.7",NA,NA,NA,NA,NA,NA,NA,NA,"01/01/22","14/02/22",0,0,0,0,0,0,0,0
NA,NA,"18/02/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_17/Bollettino_varianti_17.pdf","B.1.1.7 + E484K",NA,NA,NA,NA,NA,NA,NA,NA,"01/01/22","14/02/22",0,0,0,0,0,0,0,0
NA,NA,"18/02/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_17/Bollettino_varianti_17.pdf","B.1.351",NA,NA,NA,NA,NA,NA,NA,NA,"01/01/22","14/02/22",0,0,0,0,0,0,0,0
NA,NA,"18/02/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_17/Bollettino_varianti_17.pdf","P.1",NA,NA,NA,NA,NA,NA,NA,NA,"01/01/22","14/02/22",0,0,0,0,0,0,0,0
NA,NA,"18/02/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_17/Bollettino_varianti_17.pdf","B.1.617.2",NA,NA,NA,NA,NA,NA,NA,NA,"01/01/22","14/02/22",497,7.1,243,6.6,254,7.7,461,0
NA,NA,"18/02/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_17/Bollettino_varianti_17.pdf","B.1.1.529",NA,NA,NA,NA,NA,NA,NA,NA,"01/01/22","14/02/22",5010,71.4,2685,72.5,2325,70.2,4421,4
NA,NA,"18/02/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_17/Bollettino_varianti_17.pdf","B.1.525",NA,NA,NA,NA,NA,NA,NA,NA,"01/01/22","14/02/22",0,0,0,0,0,0,0,0
NA,NA,"18/02/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_17/Bollettino_varianti_17.pdf","B.1.617.1",NA,NA,NA,NA,NA,NA,NA,NA,"01/01/22","14/02/22",0,0,0,0,0,0,0,0
NA,NA,"18/02/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_17/Bollettino_varianti_17.pdf","B.1.617.3",NA,NA,NA,NA,NA,NA,NA,NA,"01/01/22","14/02/22",0,0,0,0,0,0,0,0
NA,NA,"18/02/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_17/Bollettino_varianti_17.pdf","P.2",NA,NA,NA,NA,NA,NA,NA,NA,"01/01/22","14/02/22",0,0,0,0,0,0,0,0
NA,NA,"18/02/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_17/Bollettino_varianti_17.pdf","Other",NA,NA,NA,NA,NA,NA,NA,NA,"01/01/22","14/02/22",1506,21,773,20.9,733,22.1,1424,3
NA,NA,"25/03/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_18/Bollettino_varianti_18.pdf","B.1.1.7",NA,NA,NA,NA,NA,NA,NA,NA,"05/02/22","21/03/22",0,0,0,0,0,0,0,0
NA,NA,"25/03/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_18/Bollettino_varianti_18.pdf","B.1.1.7 + E484K",NA,NA,NA,NA,NA,NA,NA,NA,"05/02/22","21/03/22",0,0,0,0,0,0,0,0
NA,NA,"25/03/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_18/Bollettino_varianti_18.pdf","B.1.351",NA,NA,NA,NA,NA,NA,NA,NA,"05/02/22","21/03/22",0,0,0,0,0,0,0,0
NA,NA,"25/03/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_18/Bollettino_varianti_18.pdf","P.1",NA,NA,NA,NA,NA,NA,NA,NA,"05/02/22","21/03/22",0,0,0,0,0,0,0,0
NA,NA,"25/03/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_18/Bollettino_varianti_18.pdf","B.1.617.2",NA,NA,NA,NA,NA,NA,NA,NA,"05/02/22","21/03/22",27,0.7,13,0.6,14,0.8,24,0
NA,NA,"25/03/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_18/Bollettino_varianti_18.pdf","B.1.1.529",NA,NA,NA,NA,NA,NA,NA,NA,"05/02/22","21/03/22",3515,90.9,1982,90.8,1533,90.9,3060,5
NA,NA,"25/03/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_18/Bollettino_varianti_18.pdf","B.1.525",NA,NA,NA,NA,NA,NA,NA,NA,"05/02/22","21/03/22",0,0,0,0,0,0,0,0
NA,NA,"25/03/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_18/Bollettino_varianti_18.pdf","B.1.617.1",NA,NA,NA,NA,NA,NA,NA,NA,"05/02/22","21/03/22",1,0.1,1,0,0,0,1,0
